gen_0_5;gen_1_0;gen_2_1;gen_5_2;gen_5_3;balance
54.3;55.4;54.3;39.6;0.0;0.0
53.9;55.1;53.9;39.9;0.0;0.0
53.6;54.7;53.6;40.2;0.0;0.0
53.2;54.3;53.2;40.5;0.0;0.0
52.8;53.9;52.8;40.8;0.0;0.0
52.4;53.6;52.4;41.1;0.0;0.0
52.1;53.2;52.1;41.4;0.0;0.0
51.9;53.0;51.9;41.6;0.0;0.0
51.6;52.8;51.6;41.8;0.0;0.0
51.5;52.6;51.5;41.9;0.0;0.0
51.4;52.5;51.4;42.1;0.0;0.0
51.3;52.4;51.3;42.2;0.0;0.0
51.2;52.3;51.2;42.3;0.0;0.0
51.1;52.2;51.1;42.4;0.0;0.0
51.0;52.1;51.0;42.4;0.0;0.0
50.9;52.0;50.9;42.5;0.0;0.0
50.8;51.9;50.8;42.5;0.0;0.0
50.8;51.9;50.8;42.5;0.0;0.0
50.7;51.8;50.7;42.5;0.0;0.0
50.8;51.9;50.8;42.5;0.0;0.0
50.8;51.9;50.8;42.4;0.0;0.0
51.0;52.1;51.0;42.4;0.0;0.0
51.1;52.2;51.1;42.3;0.0;0.0
51.3;52.4;51.3;42.3;0.0;0.0
51.4;52.6;51.4;42.2;0.0;0.0
51.6;52.7;51.6;42.1;0.0;0.0
51.7;52.8;51.7;42.0;0.0;0.0
51.8;52.9;51.8;41.9;0.0;0.0
51.9;53.0;51.9;41.9;0.0;0.0
51.9;53.1;51.9;41.8;0.0;0.0
52.0;53.2;52.0;41.7;0.0;0.0
52.2;53.3;52.2;41.6;0.0;0.0
52.4;53.5;52.4;41.5;0.0;0.0
52.6;53.7;52.6;41.4;0.0;0.0
52.8;54.0;52.8;41.4;0.0;0.0
53.1;54.2;53.1;41.3;0.0;0.0
53.3;54.4;53.3;41.2;0.0;0.0
53.5;54.7;53.5;41.1;0.0;0.0
53.7;54.8;53.7;41.1;0.0;0.0
53.8;55.0;53.8;41.0;0.0;0.0
53.9;55.1;53.9;41.0;0.0;0.0
54.0;55.2;54.0;40.9;0.0;0.0
54.1;55.3;54.1;40.9;0.0;0.0
54.3;55.4;54.3;40.9;0.1;0.0
54.4;55.6;54.4;40.8;0.1;0.1
54.5;55.7;54.5;40.8;0.2;0.1
54.6;55.8;54.6;40.8;0.4;0.2
54.7;55.9;54.7;40.8;0.6;0.3
54.8;56.0;54.8;40.8;0.8;0.4
54.9;56.1;54.9;40.9;1.0;0.6
55.0;56.2;55.0;40.9;1.3;0.7
55.1;56.3;55.1;40.9;1.5;0.8
55.2;56.4;55.2;41.0;1.7;1.0
55.2;56.4;55.2;41.1;2.0;1.1
55.3;56.5;55.3;41.2;2.2;1.3
55.3;56.5;55.3;41.2;2.6;1.6
55.2;56.4;55.2;41.3;3.1;1.9
55.0;56.2;55.0;41.5;3.6;2.3
54.9;56.1;54.9;41.6;4.2;2.8
54.7;55.9;54.7;41.7;4.9;3.2
54.5;55.7;54.5;41.8;5.5;3.7
54.4;55.5;54.4;42.0;6.3;4.1
54.2;55.4;54.2;42.1;7.1;4.4
54.1;55.2;54.1;42.2;8.0;4.6
53.9;55.0;53.9;42.4;9.1;4.9
53.6;54.8;53.6;42.5;10.4;5.3
53.2;54.4;53.2;42.6;11.8;5.9
52.7;53.8;52.7;42.8;13.4;7.0
52.0;53.2;52.0;42.9;15.1;8.4
51.5;52.6;51.5;43.0;16.4;9.7
51.2;52.4;51.2;43.0;17.3;10.7
51.4;52.5;51.4;43.1;17.5;11.1
51.9;53.1;51.9;43.2;17.1;11.0
52.7;53.8;52.7;43.2;16.3;10.6
53.6;54.8;53.6;43.2;15.3;10.0
54.4;55.6;54.4;43.2;14.4;9.3
55.1;56.3;55.1;43.2;13.8;8.9
55.4;56.6;55.4;43.1;13.8;8.7
55.4;56.6;55.4;43.0;14.7;9.1
54.8;56.0;54.8;42.9;16.5;10.0
54.0;55.1;54.0;42.8;18.8;11.2
53.2;54.3;53.2;42.6;21.0;12.3
52.8;53.9;52.8;42.5;22.6;13.0
52.9;54.1;52.9;42.3;23.0;13.1
53.5;54.6;53.5;42.1;22.8;12.7
54.2;55.3;54.2;41.8;22.1;12.1
54.8;56.0;54.8;41.6;21.5;11.6
55.1;56.3;55.1;41.4;21.4;11.4
55.1;56.3;55.1;41.2;21.9;11.7
54.9;56.1;54.9;40.9;22.7;12.2
54.5;55.7;54.5;40.7;23.9;12.9
54.0;55.2;54.0;40.5;25.2;13.7
53.7;54.8;53.7;40.3;26.3;14.3
53.7;54.9;53.7;40.0;26.7;14.6
54.4;55.6;54.4;39.9;25.9;14.2
55.8;57.0;55.8;39.7;23.5;12.9
57.7;59.0;57.7;39.6;20.2;11.2
59.5;60.8;59.5;39.4;16.9;9.6
60.7;62.0;60.7;39.3;15.0;8.9
60.5;61.8;60.5;39.2;15.3;9.5
59.5;60.8;59.5;39.2;17.3;10.9
58.3;59.6;58.3;39.2;19.9;12.5
57.4;58.7;57.4;39.2;22.1;13.6
57.1;58.4;57.1;39.3;23.1;13.7
57.3;58.6;57.3;39.4;23.3;13.2
57.8;59.0;57.8;39.6;23.0;12.4
58.3;59.5;58.3;39.7;22.5;11.6
58.6;59.9;58.6;39.9;22.1;11.3
58.8;60.1;58.8;40.2;21.7;11.3
59.0;60.3;59.0;40.4;21.4;11.4
59.2;60.4;59.2;40.6;21.2;11.5
59.4;60.7;59.4;40.9;21.0;11.4
59.7;60.9;59.7;41.2;20.6;11.1
59.9;61.2;59.9;41.5;20.1;10.8
60.2;61.5;60.2;41.8;19.3;10.5
60.5;61.8;60.5;42.1;18.1;10.4
60.6;61.9;60.6;42.4;16.8;10.3
60.5;61.8;60.5;42.7;15.8;10.3
60.0;61.3;60.0;43.0;15.4;10.5
59.2;60.5;59.2;43.3;15.8;10.7
58.3;59.5;58.3;43.6;16.6;11.0
57.4;58.6;57.4;43.8;17.4;11.0
56.8;58.0;56.8;44.0;17.8;10.7
56.6;57.8;56.6;44.2;17.6;10.0
56.6;57.9;56.6;44.4;17.0;9.2
56.8;58.0;56.8;44.5;16.1;8.4
56.9;58.1;56.9;44.6;15.3;7.9
56.9;58.1;56.9;44.7;14.6;7.7
56.8;58.0;56.8;44.7;14.0;7.8
56.8;58.0;56.8;44.7;13.4;7.9
56.9;58.1;56.9;44.7;12.6;7.8
57.1;58.4;57.1;44.6;11.6;7.5
57.5;58.7;57.5;44.6;10.5;6.9
57.9;59.1;57.9;44.5;9.3;6.1
58.2;59.5;58.2;44.4;8.3;5.3
58.5;59.7;58.5;44.2;7.5;4.4
58.6;59.8;58.6;44.1;7.0;3.6
58.5;59.8;58.5;44.0;6.7;3.2
58.3;59.5;58.3;43.8;6.6;3.1
57.9;59.1;57.9;43.7;6.8;3.4
57.6;58.8;57.6;43.5;6.8;3.7
57.4;58.7;57.4;43.4;6.6;3.9
57.6;58.8;57.6;43.2;6.1;3.8
57.9;59.2;57.9;43.1;5.3;3.3
58.4;59.6;58.4;43.0;4.4;2.6
58.8;60.0;58.8;42.9;3.5;2.0
59.0;60.3;59.0;42.9;2.8;1.5
59.2;60.5;59.2;42.8;2.2;1.1
59.3;60.5;59.3;42.8;1.7;0.8
59.3;60.5;59.3;42.8;1.3;0.6
59.2;60.5;59.2;42.9;0.9;0.5
59.2;60.5;59.2;42.9;0.6;0.3
59.1;60.4;59.1;43.0;0.4;0.2
59.1;60.3;59.1;43.2;0.2;0.1
59.0;60.3;59.0;43.4;0.1;0.1
58.9;60.2;58.9;43.6;0.0;0.0
58.8;60.0;58.8;43.8;0.0;0.0
58.7;59.9;58.7;44.0;0.0;0.0
58.5;59.8;58.5;44.2;0.0;0.0
58.4;59.7;58.4;44.5;0.0;0.0
58.3;59.6;58.3;44.8;0.0;0.0
58.2;59.5;58.2;45.1;0.0;0.0
58.1;59.4;58.1;45.4;0.0;0.0
58.1;59.3;58.1;45.7;0.0;0.0
58.1;59.3;58.1;46.0;0.0;0.0
58.1;59.3;58.1;46.3;0.0;0.0
58.2;59.4;58.2;46.6;0.1;0.0
58.3;59.5;58.3;46.9;0.1;0.0
58.5;59.7;58.5;47.2;0.0;0.0
58.7;60.0;58.7;47.4;0.0;0.0
59.0;60.3;59.0;47.7;0.0;0.0
59.3;60.6;59.3;47.9;0.0;0.0
59.7;61.0;59.7;48.2;0.0;0.0
60.2;61.5;60.2;48.4;0.0;0.0
60.7;62.0;60.7;48.5;0.0;0.0
61.1;62.5;61.1;48.7;0.0;0.0
61.6;63.0;61.6;48.8;0.0;0.0
62.1;63.5;62.1;48.9;0.0;0.0
62.7;64.0;62.7;49.0;0.0;0.0
63.2;64.5;63.2;49.0;0.0;0.0
63.7;65.1;63.7;49.0;0.0;0.0
64.2;65.6;64.2;49.1;0.0;0.0
64.8;66.2;64.8;49.0;0.0;0.0
65.3;66.7;65.3;49.0;0.0;0.0
65.8;67.2;65.8;49.0;0.0;0.0
66.2;67.7;66.2;48.9;0.0;0.0
66.6;68.1;66.6;48.8;0.0;0.0
67.0;68.4;67.0;48.8;0.0;0.0
67.2;68.7;67.2;48.7;0.0;0.0
67.4;68.9;67.4;48.6;0.0;0.0
67.5;69.0;67.5;48.4;0.0;0.0
67.6;69.0;67.6;48.3;0.0;0.0
67.6;69.1;67.6;48.2;0.0;0.0
67.6;69.1;67.6;48.1;0.0;0.0
67.6;69.1;67.6;47.9;0.0;0.0
67.5;69.0;67.5;47.8;0.0;0.0
67.5;68.9;67.5;47.6;0.0;0.0
67.4;68.8;67.4;47.5;0.0;0.0
67.2;68.7;67.2;47.3;0.0;0.0
67.0;68.5;67.0;47.2;0.0;0.0
66.8;68.3;66.8;47.1;0.0;0.0
66.5;68.0;66.5;47.0;0.0;0.0
66.3;67.7;66.3;46.8;0.0;0.0
66.0;67.4;66.0;46.7;0.0;0.0
65.7;67.1;65.7;46.6;0.0;0.0
65.4;66.9;65.4;46.4;0.0;0.0
65.2;66.6;65.2;46.3;0.0;0.0
64.9;66.3;64.9;46.2;0.0;0.0
64.7;66.1;64.7;46.1;0.0;0.0
64.5;65.9;64.5;46.0;0.0;0.0
64.2;65.6;64.2;45.9;0.0;0.0
64.0;65.4;64.0;45.8;0.0;0.0
63.7;65.1;63.7;45.7;0.0;0.0
63.5;64.8;63.5;45.6;0.0;0.0
63.2;64.5;63.2;45.5;0.0;0.0
62.9;64.2;62.9;45.5;0.0;0.0
62.6;63.9;62.6;45.4;0.0;0.0
62.3;63.6;62.3;45.3;0.0;0.0
62.0;63.4;62.0;45.3;0.0;0.0
61.7;63.1;61.7;45.2;0.0;0.0
61.5;62.8;61.5;45.2;0.0;0.0
61.2;62.6;61.2;45.1;0.0;0.0
61.0;62.3;61.0;45.1;0.0;0.0
60.8;62.2;60.8;45.1;0.0;0.0
60.7;62.0;60.7;45.1;0.0;0.0
60.6;61.9;60.6;45.0;0.0;0.0
60.5;61.9;60.5;45.0;0.0;0.0
60.6;61.9;60.6;45.1;0.0;0.0
60.8;62.1;60.8;45.1;0.0;0.0
61.1;62.5;61.1;45.1;0.0;0.0
61.6;62.9;61.6;45.1;0.0;0.0
62.2;63.5;62.2;45.1;0.0;0.0
62.8;64.2;62.8;45.2;0.0;0.0
63.4;64.8;63.4;45.2;0.0;0.0
63.9;65.2;63.9;45.3;0.0;0.0
64.2;65.5;64.2;45.3;0.0;0.0
64.2;65.6;64.2;45.4;0.0;0.0
64.2;65.5;64.2;45.4;0.0;0.0
64.0;65.3;64.0;45.5;0.0;0.0
63.7;65.1;63.7;45.6;0.0;0.0
63.4;64.8;63.4;45.6;0.0;0.0
63.2;64.6;63.2;45.7;0.0;0.0
63.2;64.5;63.2;45.8;0.0;0.0
63.2;64.5;63.2;45.9;0.0;0.0
63.2;64.6;63.2;46.0;0.0;0.0
63.3;64.7;63.3;46.1;0.0;0.0
63.4;64.7;63.4;46.2;0.0;0.0
63.4;64.7;63.4;46.3;0.0;0.0
63.3;64.6;63.3;46.4;0.0;0.0
63.1;64.4;63.1;46.5;0.0;0.0
62.8;64.2;62.8;46.6;0.0;0.0
62.5;63.8;62.5;46.7;0.0;0.0
62.1;63.4;62.1;46.8;0.0;0.0
61.6;62.9;61.6;46.9;0.0;0.0
61.1;62.4;61.1;47.0;0.0;0.0
60.5;61.8;60.5;47.1;0.0;0.0
60.0;61.2;60.0;47.2;0.0;0.0
59.4;60.7;59.4;47.3;0.0;0.0
59.0;60.3;59.0;47.4;0.0;0.0
58.7;59.9;58.7;47.5;0.0;0.0
58.5;59.7;58.5;47.6;0.0;0.0
58.4;59.6;58.4;47.7;0.0;0.0
58.4;59.6;58.4;47.7;0.0;0.0
58.4;59.6;58.4;47.8;0.0;0.0
58.4;59.7;58.4;47.9;0.0;0.0
58.4;59.7;58.4;47.9;0.0;0.0
58.4;59.6;58.4;48.0;0.0;0.0
58.3;59.6;58.3;48.0;0.0;0.0
58.2;59.5;58.2;48.1;0.0;0.0
58.1;59.4;58.1;48.1;0.0;0.0
58.1;59.3;58.1;48.1;0.0;0.0
58.0;59.3;58.0;48.1;0.0;0.0
58.0;59.3;58.0;48.1;0.0;0.0
58.1;59.3;58.1;48.0;0.0;0.0
58.1;59.4;58.1;48.0;0.0;0.0
58.1;59.4;58.1;48.0;0.0;0.0
58.1;59.4;58.1;47.9;0.0;0.0
58.0;59.3;58.0;47.9;0.0;0.0
57.8;59.1;57.8;47.8;0.0;0.0
57.5;58.8;57.5;47.7;0.0;0.0
57.2;58.5;57.2;47.7;0.0;0.0
56.9;58.1;56.9;47.6;0.0;0.0
56.6;57.8;56.6;47.5;0.0;0.0
56.4;57.6;56.4;47.4;0.0;0.0
56.2;57.4;56.2;47.3;0.0;0.0
56.1;57.3;56.1;47.2;0.0;0.0
56.0;57.2;56.0;47.1;0.0;0.0
56.0;57.2;56.0;47.0;0.0;0.0
55.9;57.1;55.9;46.9;0.0;0.0
55.9;57.1;55.9;46.8;0.0;0.0
55.8;57.0;55.8;46.7;0.0;0.0
55.7;56.9;55.7;46.6;0.0;0.0
55.6;56.8;55.6;46.5;0.0;0.0
55.5;56.7;55.5;46.4;0.0;0.0
55.4;56.6;55.4;46.2;0.0;0.0
55.4;56.6;55.4;46.1;0.0;0.0
55.4;56.6;55.4;46.0;0.0;0.0
55.5;56.7;55.5;45.9;0.0;0.0
55.7;56.9;55.7;45.8;0.0;0.0
55.8;57.0;55.8;45.7;0.0;0.0
56.0;57.2;56.0;45.6;0.0;0.0
56.1;57.3;56.1;45.5;0.0;0.0
56.2;57.5;56.2;45.5;0.0;0.0
56.4;57.6;56.4;45.4;0.0;0.0
56.5;57.7;56.5;45.3;0.0;0.0
56.7;57.9;56.7;45.2;0.0;0.0
57.0;58.2;57.0;45.1;0.0;0.0
57.3;58.6;57.3;45.1;0.0;0.0
57.8;59.0;57.8;45.0;0.0;0.0
58.3;59.6;58.3;45.0;0.0;0.0
58.9;60.2;58.9;44.9;0.0;0.0
59.5;60.8;59.5;44.9;0.0;0.0
60.1;61.4;60.1;44.8;0.0;0.0
60.7;62.0;60.7;44.8;0.0;0.0
61.1;62.5;61.1;44.7;0.0;0.0
61.6;62.9;61.6;44.7;0.0;0.0
62.0;63.4;62.0;44.7;0.0;0.0
62.5;63.8;62.5;44.7;0.0;0.0
63.0;64.4;63.0;44.7;0.0;0.0
63.7;65.0;63.7;44.7;0.0;0.0
64.4;65.8;64.4;44.7;0.0;0.0
65.3;66.7;65.3;44.7;0.0;0.0
66.2;67.7;66.2;44.7;0.0;0.0
67.2;68.6;67.2;44.7;0.0;0.0
68.1;69.6;68.1;44.8;0.0;0.0
69.1;70.6;69.1;44.8;0.0;0.0
69.9;71.4;69.9;44.8;0.0;0.0
70.7;72.2;70.7;44.9;0.0;0.0
71.4;73.0;71.4;44.9;0.0;0.0
72.1;73.7;72.1;44.9;0.0;0.0
72.8;74.4;72.8;45.0;0.0;0.0
73.5;75.1;73.5;45.0;0.1;0.1
74.1;75.8;74.1;45.1;0.2;0.1
74.8;76.4;74.8;45.1;0.4;0.2
75.4;77.1;75.4;45.2;0.5;0.4
76.0;77.7;76.0;45.2;0.7;0.5
76.6;78.2;76.6;45.3;0.9;0.6
77.1;78.8;77.1;45.3;1.1;0.7
77.6;79.3;77.6;45.4;1.2;0.7
78.0;79.7;78.0;45.4;1.4;0.9
78.3;79.9;78.3;45.5;1.6;1.0
78.4;80.1;78.4;45.5;1.9;1.2
78.5;80.2;78.5;45.5;2.4;1.5
78.4;80.1;78.4;45.6;3.1;1.9
78.2;79.9;78.2;45.6;4.0;2.2
78.0;79.6;78.0;45.6;4.9;2.6
77.7;79.4;77.7;45.6;5.8;3.1
77.4;79.1;77.4;45.7;6.5;3.5
77.3;78.9;77.3;45.7;6.9;4.0
77.1;78.8;77.1;45.7;7.2;4.4
77.0;78.7;77.0;45.7;7.5;4.8
76.9;78.6;76.9;45.7;8.0;5.1
76.8;78.5;76.8;45.7;8.5;5.4
76.7;78.4;76.7;45.6;8.9;5.5
76.7;78.4;76.7;45.6;9.3;5.5
76.9;78.6;76.9;45.6;9.3;5.4
77.2;78.9;77.2;45.6;9.0;5.2
77.6;79.2;77.6;45.6;8.5;5.0
77.9;79.6;77.9;45.5;8.1;4.9
78.1;79.8;78.1;45.5;7.7;4.9
78.1;79.8;78.1;45.5;7.8;5.2
77.7;79.4;77.7;45.4;8.6;5.7
76.9;78.6;76.9;45.4;10.4;6.5
75.6;77.3;75.6;45.3;13.3;7.7
74.1;75.7;74.1;45.2;16.7;9.0
72.7;74.2;72.7;45.2;19.9;10.3
71.6;73.1;71.6;45.1;22.1;11.5
71.0;72.5;71.0;45.0;22.9;12.4
70.9;72.4;70.9;44.9;22.7;12.9
71.1;72.6;71.1;44.8;21.9;13.2
71.3;72.8;71.3;44.8;21.1;13.3
71.4;73.0;71.4;44.7;20.9;13.1
71.5;73.0;71.5;44.6;21.1;12.8
71.5;73.1;71.5;44.5;21.3;12.3
71.7;73.3;71.7;44.4;21.1;11.8
72.1;73.6;72.1;44.3;20.3;11.4
72.5;74.1;72.5;44.3;19.2;11.1
72.8;74.4;72.8;44.2;18.0;11.2
72.8;74.4;72.8;44.1;17.5;11.6
72.4;73.9;72.4;44.1;17.9;12.4
71.7;73.2;71.7;44.0;19.1;13.4
70.9;72.4;70.9;44.0;20.5;14.2
70.4;71.9;70.4;44.0;21.8;14.6
70.2;71.7;70.2;44.0;22.6;14.3
70.3;71.9;70.3;44.0;22.9;13.5
70.6;72.1;70.6;44.0;23.0;12.7
70.9;72.4;70.9;44.1;22.9;12.2
70.9;72.5;70.9;44.1;22.6;12.2
70.8;72.4;70.8;44.2;22.4;12.7
70.6;72.2;70.6;44.3;22.3;13.3
70.4;71.9;70.4;44.4;22.3;13.7
70.1;71.6;70.1;44.6;22.6;13.8
69.8;71.3;69.8;44.7;23.0;13.5
69.5;71.1;69.5;44.9;23.3;13.1
69.3;70.8;69.3;45.1;23.3;12.8
69.1;70.6;69.1;45.3;23.0;12.7
69.0;70.5;69.0;45.5;22.5;12.7
69.0;70.5;69.0;45.7;21.7;12.7
69.2;70.7;69.2;46.0;20.9;12.5
69.5;71.1;69.5;46.2;20.0;12.0
70.0;71.5;70.0;46.4;19.2;11.3
70.4;71.9;70.4;46.6;18.5;10.6
70.8;72.3;70.8;46.8;17.8;9.9
71.0;72.5;71.0;47.0;17.2;9.5
70.9;72.5;70.9;47.1;16.8;9.2
70.7;72.2;70.7;47.3;16.5;9.2
70.3;71.8;70.3;47.4;16.4;9.5
69.7;71.2;69.7;47.4;16.6;9.9
69.2;70.7;69.2;47.5;16.7;10.3
68.8;70.3;68.8;47.5;16.8;10.6
68.6;70.1;68.6;47.5;16.6;10.4
68.8;70.3;68.8;47.4;16.1;9.8
69.2;70.7;69.2;47.3;15.4;8.9
69.7;71.2;69.7;47.2;14.7;7.9
70.1;71.6;70.1;47.0;14.0;7.2
70.3;71.8;70.3;46.7;13.5;6.8
70.5;72.1;70.5;46.4;12.9;6.6
70.8;72.4;70.8;46.1;12.1;6.4
71.3;72.8;71.3;45.7;11.0;6.0
72.0;73.5;72.0;45.3;9.5;5.2
72.7;74.2;72.7;44.8;8.0;4.4
73.2;74.7;73.2;44.4;6.8;3.7
73.2;74.8;73.2;43.8;6.2;3.5
72.9;74.5;72.9;43.3;6.3;3.8
72.4;73.9;72.4;42.8;6.8;4.2
71.9;73.5;71.9;42.3;7.2;4.6
71.7;73.2;71.7;41.7;7.3;4.6
71.8;73.3;71.8;41.2;6.9;4.3
72.1;73.6;72.1;40.6;6.3;3.7
72.5;74.0;72.5;40.1;5.5;3.1
72.9;74.5;72.9;39.6;4.7;2.5
73.3;74.9;73.3;39.1;4.0;2.1
73.6;75.2;73.6;38.7;3.4;1.7
73.8;75.4;73.8;38.2;2.9;1.4
74.0;75.6;74.0;37.8;2.4;1.3
74.2;75.8;74.2;37.4;2.0;1.1
74.3;76.0;74.3;37.1;1.7;0.9
74.5;76.1;74.5;36.8;1.3;0.8
74.6;76.2;74.6;36.6;0.9;0.6
74.7;76.4;74.7;36.4;0.6;0.4
74.8;76.4;74.8;36.3;0.4;0.2
74.8;76.5;74.8;36.2;0.2;0.1
74.8;76.5;74.8;36.1;0.1;0.0
74.8;76.4;74.8;36.1;0.0;0.0
74.8;76.4;74.8;36.1;0.0;0.0
74.7;76.3;74.7;36.2;0.0;0.0
74.6;76.3;74.6;36.3;0.0;0.0
74.6;76.2;74.6;36.4;0.0;0.0
74.5;76.2;74.5;36.5;0.0;0.0
74.5;76.1;74.5;36.7;0.0;0.0
74.5;76.1;74.5;36.9;0.0;0.0
74.4;76.0;74.4;37.1;0.0;0.0
74.4;76.0;74.4;37.4;0.1;0.0
74.4;76.0;74.4;37.6;0.1;0.0
74.5;76.1;74.5;37.9;0.1;0.0
74.6;76.2;74.6;38.1;0.1;0.0
74.7;76.4;74.7;38.4;0.1;0.0
75.0;76.6;75.0;38.7;0.1;0.0
75.3;76.9;75.3;38.9;0.0;0.0
75.7;77.3;75.7;39.2;0.0;0.0
76.1;77.7;76.1;39.5;0.0;0.0
76.6;78.2;76.6;39.7;0.0;0.0
77.0;78.7;77.0;39.9;0.0;0.0
77.5;79.2;77.5;40.2;0.0;0.0
77.9;79.6;77.9;40.4;0.0;0.0
78.4;80.1;78.4;40.6;0.0;0.0
78.8;80.5;78.8;40.8;0.0;0.0
79.2;81.0;79.2;40.9;0.0;0.0
79.7;81.4;79.7;41.1;0.0;0.0
80.2;82.0;80.2;41.2;0.0;0.0
80.8;82.6;80.8;41.3;0.0;0.0
81.4;83.2;81.4;41.4;0.0;0.0
82.0;83.8;82.0;41.5;0.0;0.0
82.6;84.4;82.6;41.5;0.0;0.0
83.1;84.9;83.1;41.6;0.0;0.0
83.4;85.2;83.4;41.6;0.0;0.0
83.7;85.5;83.7;41.6;0.0;0.0
83.8;85.6;83.8;41.6;0.0;0.0
83.8;85.6;83.8;41.5;0.0;0.0
83.7;85.5;83.7;41.4;0.0;0.0
83.5;85.3;83.5;41.3;0.0;0.0
83.3;85.1;83.3;41.2;0.0;0.0
83.1;84.9;83.1;41.1;0.0;0.0
82.8;84.6;82.8;40.9;0.0;0.0
82.6;84.4;82.6;40.8;0.0;0.0
82.3;84.1;82.3;40.5;0.0;0.0
82.0;83.8;82.0;40.3;0.0;0.0
81.7;83.4;81.7;40.1;0.0;0.0
81.4;83.1;81.4;39.8;0.0;0.0
81.0;82.8;81.0;39.5;0.0;0.0
80.7;82.5;80.7;39.1;0.0;0.0
80.4;82.1;80.4;38.8;0.0;0.0
80.1;81.8;80.1;38.5;0.0;0.0
79.7;81.4;79.7;38.1;0.0;0.0
79.4;81.1;79.4;37.7;0.0;0.0
79.0;80.8;79.0;37.4;0.0;0.0
78.7;80.4;78.7;37.0;0.0;0.0
78.4;80.1;78.4;36.7;0.0;0.0
78.1;79.8;78.1;36.3;0.0;0.0
77.8;79.5;77.8;36.0;0.0;0.0
77.5;79.2;77.5;35.6;0.0;0.0
77.2;78.9;77.2;35.3;0.0;0.0
77.0;78.6;77.0;35.0;0.0;0.0
76.7;78.4;76.7;34.7;0.0;0.0
76.5;78.1;76.5;34.4;0.0;0.0
76.2;77.8;76.2;34.1;0.0;0.0
75.9;77.6;75.9;33.9;0.0;0.0
75.7;77.3;75.7;33.7;0.0;0.0
75.4;77.0;75.4;33.5;0.0;0.0
75.2;76.8;75.2;33.4;0.0;0.0
74.9;76.5;74.9;33.3;0.0;0.0
74.7;76.3;74.7;33.2;0.0;0.0
74.5;76.1;74.5;33.1;0.0;0.0
74.3;75.9;74.3;33.1;0.0;0.0
74.2;75.8;74.2;33.1;0.0;0.0
74.2;75.8;74.2;33.2;0.0;0.0
74.4;76.0;74.4;33.2;0.0;0.0
74.7;76.3;74.7;33.3;0.0;0.0
75.2;76.8;75.2;33.5;0.0;0.0
75.8;77.4;75.8;33.6;0.0;0.0
76.4;78.1;76.4;33.7;0.0;0.0
77.0;78.7;77.0;33.9;0.0;0.0
77.5;79.1;77.5;34.1;0.0;0.0
77.7;79.4;77.7;34.3;0.0;0.0
77.7;79.4;77.7;34.5;0.0;0.0
77.5;79.2;77.5;34.7;0.0;0.0
77.2;78.9;77.2;34.9;0.0;0.0
76.8;78.5;76.8;35.2;0.0;0.0
76.4;78.0;76.4;35.4;0.0;0.0
76.0;77.7;76.0;35.7;0.0;0.0
75.8;77.5;75.8;35.9;0.0;0.0
75.7;77.3;75.7;36.2;0.0;0.0
75.6;77.3;75.6;36.4;0.0;0.0
75.5;77.2;75.5;36.7;0.0;0.0
75.5;77.1;75.5;36.9;0.0;0.0
