gen_0_5;gen_1_0;gen_2_1;gen_5_2;gen_5_3;balance
51.6;53.1;52.4;41.3;0.0;0.0
51.8;53.9;50.9;42.1;0.0;0.0
50.8;52.7;51.2;42.6;0.0;0.0
51.7;52.9;51.4;42.1;0.0;0.0
51.6;52.7;51.5;42.0;0.0;0.0
51.0;52.2;50.7;41.8;0.0;0.0
51.4;52.4;50.4;42.4;0.0;0.0
50.8;52.1;50.7;42.7;0.0;0.0
50.8;51.7;50.7;42.5;0.0;0.0
51.0;51.4;52.0;42.3;0.0;0.0
51.0;52.4;51.6;43.4;0.0;0.0
50.9;51.9;50.6;42.0;0.0;0.0
50.5;51.7;51.3;42.6;0.0;0.0
50.8;52.1;51.4;41.9;0.0;0.0
50.4;51.6;51.4;42.4;0.0;0.0
51.1;51.7;50.6;41.7;0.0;0.0
50.1;52.9;51.0;41.9;0.0;0.0
51.9;52.9;51.4;42.0;0.0;0.0
51.8;53.4;51.7;42.2;0.0;0.0
51.5;52.3;51.6;41.8;0.0;0.0
50.9;53.2;51.2;42.4;0.0;0.0
52.4;53.5;51.8;42.0;0.0;0.0
51.9;53.7;52.5;42.3;0.0;0.0
53.2;54.5;51.4;42.2;0.0;0.0
51.9;53.2;51.8;41.3;0.0;0.0
52.2;53.9;52.1;41.6;0.0;0.0
51.9;53.7;52.8;41.6;0.0;0.0
52.3;53.3;51.9;41.4;0.0;0.0
53.0;54.5;54.4;41.6;0.0;0.0
53.8;54.7;52.2;41.8;0.0;0.0
53.8;54.3;53.7;41.8;0.0;0.0
53.2;54.9;53.2;41.3;0.0;0.0
54.0;54.3;54.2;41.0;0.0;0.0
54.4;54.5;54.2;40.8;0.0;0.0
55.0;55.6;55.3;41.1;0.0;0.0
55.0;54.9;54.1;40.6;0.0;0.0
55.4;55.7;55.0;40.9;0.1;0.0
54.3;55.6;53.9;40.3;0.2;0.1
53.5;55.3;54.9;40.3;0.2;0.1
55.4;56.7;55.0;40.9;0.4;0.2
54.3;55.7;54.7;40.6;0.6;0.3
55.3;55.5;55.2;41.0;0.8;0.4
55.0;55.4;54.8;41.2;1.0;0.6
53.9;56.6;54.7;41.1;1.2;0.7
55.4;57.1;55.0;40.6;1.5;0.8
56.0;56.4;55.6;41.0;1.7;1.0
55.2;56.6;55.6;40.9;2.0;1.1
54.6;55.9;54.6;41.3;2.3;1.3
55.1;56.5;56.1;41.5;2.6;1.6
55.8;56.0;55.5;41.5;3.0;2.0
55.4;56.3;55.2;40.8;3.6;2.3
55.1;55.9;54.1;42.0;4.2;2.8
53.4;55.2;54.9;41.3;4.9;3.2
54.9;55.2;54.2;41.1;5.6;3.7
54.7;55.3;53.5;42.3;6.2;4.1
54.3;55.2;52.9;42.0;7.1;4.5
54.8;54.8;54.4;42.1;7.7;4.6
52.8;54.7;53.4;41.9;9.2;4.8
54.1;54.8;53.5;42.9;10.3;5.4
52.7;55.1;52.4;42.4;11.8;5.9
52.0;53.8;53.2;42.8;13.4;7.1
51.7;53.4;51.7;42.7;14.9;8.4
51.0;52.4;51.4;43.2;16.4;9.6
50.9;52.7;50.7;42.7;17.5;10.6
51.3;52.9;51.8;42.8;17.5;11.2
52.8;52.6;52.2;42.8;17.3;10.9
53.2;53.7;52.2;43.0;16.4;10.6
53.7;55.2;53.2;43.4;15.5;10.0
54.2;56.7;55.8;43.5;14.3;9.3
55.1;56.9;54.2;43.4;13.9;8.9
55.0;56.6;54.8;43.5;13.7;8.6
56.2;56.5;55.1;42.3;14.7;8.9
55.4;55.2;55.5;43.7;16.7;9.8
55.1;55.7;54.0;42.4;18.8;11.0
53.1;52.7;53.3;42.3;21.2;12.1
52.2;53.2;52.5;42.9;22.3;13.0
53.4;53.7;53.5;41.6;22.8;13.2
53.3;54.8;54.7;42.3;22.6;12.7
54.7;55.3;54.1;41.5;22.2;11.8
55.3;55.4;53.8;42.1;21.5;11.6
55.9;55.8;54.2;41.6;21.6;11.5
54.6;56.8;55.8;40.7;21.7;11.6
54.9;56.7;55.1;41.0;22.9;12.0
54.2;54.2;54.8;41.0;23.5;12.9
54.3;55.2;54.2;39.4;24.8;13.8
53.6;55.3;52.7;40.2;26.4;14.1
53.4;54.3;53.1;40.2;26.7;14.5
54.1;55.1;54.1;39.7;26.3;14.4
55.5;57.3;56.7;40.1;23.5;13.0
57.8;59.5;57.4;40.2;19.8;11.1
59.0;60.0;59.4;39.5;17.1;9.5
60.5;60.5;61.6;39.3;14.9;9.0
60.7;62.4;60.8;39.5;15.4;9.3
58.5;61.2;59.1;38.9;17.6;10.9
57.8;60.2;58.7;38.5;19.7;12.7
57.6;57.6;57.1;39.4;21.9;13.7
56.5;58.6;56.3;39.2;23.1;13.8
57.2;58.9;58.1;39.3;23.6;13.1
57.8;58.7;58.0;39.9;23.1;12.4
57.6;58.9;58.6;40.0;22.2;11.6
58.5;59.2;59.1;39.8;22.0;11.1
58.9;61.2;58.7;39.7;21.4;11.4
59.4;60.6;59.7;40.2;22.1;11.5
58.6;59.5;59.4;40.5;21.1;11.6
60.8;59.9;59.0;40.6;20.8;11.4
59.6;60.3;58.5;40.2;20.6;11.4
59.3;62.2;59.9;40.7;20.1;10.6
59.8;60.8;60.2;41.9;19.3;10.5
60.6;61.9;61.4;42.0;18.0;10.5
60.5;61.8;59.3;42.2;17.1;10.3
60.4;60.9;60.2;43.0;15.7;10.3
60.8;61.2;60.8;43.1;15.2;10.6
58.7;60.1;58.7;43.3;15.8;10.7
58.5;58.8;57.6;43.2;16.8;10.8
57.8;58.6;58.7;44.3;17.1;11.0
56.8;58.6;56.3;44.2;17.8;10.7
56.7;58.3;56.3;44.0;17.8;10.1
56.6;58.7;57.3;44.1;17.0;9.2
57.7;58.7;57.5;44.9;16.2;8.4
57.1;57.4;57.9;44.5;15.2;7.7
56.3;58.4;56.9;45.5;14.6;7.7
56.8;57.6;56.3;43.9;14.1;7.8
57.8;58.6;56.2;45.2;13.5;7.9
57.3;58.3;56.4;44.7;12.8;7.9
57.2;57.1;55.6;44.7;11.8;7.6
56.4;58.7;57.6;44.2;10.4;6.9
58.1;60.2;58.0;45.0;9.5;6.1
57.9;59.2;57.8;45.1;8.3;5.3
57.9;59.5;58.4;44.3;7.6;4.3
58.8;59.8;58.4;44.0;7.0;3.6
58.5;60.1;58.2;44.3;6.7;3.1
57.6;59.7;58.6;44.1;6.6;3.1
58.0;58.7;58.0;43.8;6.7;3.4
57.3;58.5;57.9;43.9;6.7;3.7
56.7;59.1;57.5;44.0;6.7;3.9
57.2;58.7;57.2;43.3;6.1;3.8
58.1;58.5;58.2;43.7;5.4;3.3
57.6;59.1;58.9;42.9;4.4;2.7
58.5;59.5;59.3;42.7;3.5;2.0
57.6;61.0;58.9;43.2;2.7;1.5
58.3;60.2;59.1;42.6;2.2;1.1
58.9;60.7;59.2;43.0;1.7;0.8
59.8;61.2;59.2;42.0;1.3;0.6
57.9;61.0;58.8;42.7;0.9;0.5
60.3;60.4;58.8;43.0;0.6;0.3
58.9;59.9;58.3;43.1;0.4;0.2
59.5;60.2;59.0;42.8;0.2;0.1
59.4;60.4;59.6;43.6;0.1;0.1
58.1;60.5;59.1;43.3;0.0;0.0
57.7;60.0;58.8;44.0;0.0;0.0
59.7;60.0;58.6;44.3;0.0;0.0
57.4;58.7;57.5;44.7;0.0;0.0
58.2;59.5;58.2;44.2;0.0;0.0
59.0;59.2;58.0;45.0;0.0;0.0
58.9;59.4;57.5;45.6;0.0;0.0
57.5;57.6;58.9;44.9;0.0;0.0
57.3;59.2;58.6;45.4;0.0;0.0
57.2;59.9;57.5;45.8;0.0;0.0
58.3;58.7;58.8;46.4;0.0;0.0
59.4;59.3;58.1;47.1;0.1;0.0
58.8;59.7;58.6;47.4;0.1;0.0
58.0;60.4;58.2;46.9;0.0;0.0
58.5;61.5;58.5;47.1;0.0;0.0
58.5;60.8;58.2;47.8;0.0;0.0
60.0;61.0;59.5;47.7;0.0;0.0
59.9;61.9;60.5;48.2;0.0;0.0
59.3;61.6;59.9;48.1;0.0;0.0
61.0;61.7;60.5;48.4;0.0;0.0
62.0;62.4;62.2;49.2;0.0;0.0
62.0;63.4;61.5;48.3;0.0;0.0
60.1;63.8;61.4;49.0;0.0;0.0
62.8;63.5;61.9;49.9;0.0;0.0
64.0;65.1;63.7;49.2;0.0;0.0
63.9;64.9;64.0;48.9;0.0;0.0
64.3;65.1;65.2;47.9;0.0;0.0
64.7;66.0;64.2;48.8;0.0;0.0
64.0;66.9;65.6;49.3;0.0;0.0
66.4;67.5;66.2;49.0;0.0;0.0
66.0;66.2;67.7;48.4;0.0;0.0
67.1;67.5;66.7;48.8;0.0;0.0
67.0;67.3;67.6;49.1;0.0;0.0
67.2;67.2;66.5;48.5;0.0;0.0
67.1;69.1;67.4;48.5;0.0;0.0
66.3;68.9;67.4;48.7;0.0;0.0
68.3;69.2;67.9;49.0;0.0;0.0
67.8;70.6;66.9;48.0;0.0;0.0
68.2;69.6;68.8;49.1;0.0;0.0
67.9;66.7;66.1;48.6;0.0;0.0
68.0;68.4;69.1;46.9;0.0;0.0
67.4;68.7;67.5;47.7;0.0;0.0
68.2;68.9;68.1;47.2;0.0;0.0
66.9;70.1;66.4;47.7;0.0;0.0
66.7;69.2;67.1;47.4;0.0;0.0
66.8;67.9;66.2;46.0;0.0;0.0
65.8;68.7;66.7;46.8;0.0;0.0
66.0;68.5;65.1;46.9;0.0;0.0
65.7;67.2;65.6;46.6;0.0;0.0
65.1;67.1;65.4;46.3;0.0;0.0
66.6;67.8;65.1;46.5;0.0;0.0
64.9;66.2;65.2;45.7;0.0;0.0
65.9;66.2;64.8;45.9;0.0;0.0
64.8;67.0;65.4;46.2;0.0;0.0
63.8;65.9;65.2;46.2;0.0;0.0
63.4;65.7;64.6;46.5;0.0;0.0
64.5;65.1;63.2;45.6;0.0;0.0
63.3;65.4;63.9;45.9;0.0;0.0
63.6;65.0;62.3;46.1;0.0;0.0
63.6;64.4;64.1;46.3;0.0;0.0
63.9;64.1;63.7;45.2;0.0;0.0
61.9;63.2;62.9;46.0;0.0;0.0
62.4;64.2;61.6;45.8;0.0;0.0
62.4;63.4;62.4;44.9;0.0;0.0
61.3;63.6;62.4;44.6;0.0;0.0
60.4;62.9;61.2;44.7;0.0;0.0
60.7;63.2;60.9;44.6;0.0;0.0
61.0;62.7;59.4;44.9;0.0;0.0
60.5;61.0;61.1;45.4;0.0;0.0
61.4;61.8;61.0;44.9;0.0;0.0
60.7;62.2;59.9;45.5;0.0;0.0
60.4;62.1;60.4;44.9;0.0;0.0
60.9;61.8;61.5;45.0;0.0;0.0
61.3;62.0;61.3;44.4;0.0;0.0
60.9;61.0;61.2;44.8;0.0;0.0
62.2;62.9;61.3;45.0;0.0;0.0
62.4;62.9;62.6;45.0;0.0;0.0
63.1;64.1;62.6;45.0;0.0;0.0
63.6;65.4;63.6;45.2;0.0;0.0
63.6;64.3;63.7;45.1;0.0;0.0
63.3;66.0;64.1;45.6;0.0;0.0
64.4;65.7;64.5;44.3;0.0;0.0
64.6;65.8;64.3;45.1;0.0;0.0
63.9;65.7;63.4;44.7;0.0;0.0
63.5;65.7;63.6;45.4;0.0;0.0
63.2;64.2;62.0;45.5;0.0;0.0
62.3;64.3;63.8;44.8;0.0;0.0
63.0;64.0;62.2;45.3;0.0;0.0
62.9;64.6;63.5;45.5;0.0;0.0
63.3;64.9;63.7;46.2;0.0;0.0
62.4;64.1;63.9;46.9;0.0;0.0
63.2;64.5;62.2;46.8;0.0;0.0
63.8;64.3;63.3;46.0;0.0;0.0
63.4;65.1;64.1;47.5;0.0;0.0
63.8;64.4;63.2;46.5;0.0;0.0
62.9;65.2;63.0;46.3;0.0;0.0
62.1;64.0;62.9;46.4;0.0;0.0
62.2;62.3;62.2;46.9;0.0;0.0
61.6;63.4;61.6;46.8;0.0;0.0
61.4;61.5;61.9;46.8;0.0;0.0
60.1;62.1;61.4;47.1;0.0;0.0
60.3;61.0;60.6;46.1;0.0;0.0
60.0;60.7;58.7;47.8;0.0;0.0
59.2;60.2;58.8;47.7;0.0;0.0
59.8;60.6;58.0;47.6;0.0;0.0
59.4;59.2;58.8;48.0;0.0;0.0
58.0;60.0;57.9;48.1;0.0;0.0
58.3;59.2;58.5;47.9;0.0;0.0
57.9;60.2;58.5;47.4;0.0;0.0
57.8;59.7;57.8;47.2;0.0;0.0
58.8;60.5;59.0;47.6;0.0;0.0
58.6;60.2;57.6;47.9;0.0;0.0
58.8;60.2;58.8;48.5;0.0;0.0
57.9;58.4;57.9;48.1;0.0;0.0
59.3;59.5;58.0;48.3;0.0;0.0
58.4;59.1;57.5;47.9;0.0;0.0
57.8;59.1;57.8;48.5;0.0;0.0
58.4;59.4;57.7;49.3;0.0;0.0
58.9;58.7;57.7;48.3;0.0;0.0
58.2;60.0;57.2;47.5;0.0;0.0
58.3;59.6;58.4;48.0;0.0;0.0
58.8;59.8;58.3;48.1;0.0;0.0
57.6;59.7;58.1;47.2;0.0;0.0
57.8;58.9;57.8;47.2;0.0;0.0
57.2;58.3;57.3;47.7;0.0;0.0
57.5;59.6;56.4;47.8;0.0;0.0
56.2;58.9;57.3;47.8;0.0;0.0
57.1;57.6;56.0;47.4;0.0;0.0
56.0;56.8;55.7;46.6;0.0;0.0
57.2;57.2;55.8;47.6;0.0;0.0
56.6;57.0;55.6;46.4;0.0;0.0
56.0;58.4;54.9;47.3;0.0;0.0
55.1;56.2;56.5;47.8;0.0;0.0
55.1;56.8;55.9;47.3;0.0;0.0
54.4;58.0;56.3;47.2;0.0;0.0
55.8;57.5;56.1;47.3;0.0;0.0
55.8;55.9;55.2;47.2;0.0;0.0
56.0;57.3;56.1;46.4;0.0;0.0
55.3;56.1;56.0;46.1;0.0;0.0
55.8;56.4;55.4;47.1;0.0;0.0
55.9;56.4;55.2;46.4;0.0;0.0
54.7;57.6;55.0;46.1;0.0;0.0
55.6;56.1;54.7;45.5;0.0;0.0
55.9;57.2;55.5;45.3;0.0;0.0
55.7;57.0;55.4;46.0;0.0;0.0
56.3;57.2;56.1;46.3;0.0;0.0
56.6;56.1;56.6;45.6;0.0;0.0
55.1;58.2;55.8;45.7;0.0;0.0
56.1;57.1;56.7;45.3;0.0;0.0
56.8;58.4;57.4;45.1;0.0;0.0
56.9;58.4;56.9;45.8;0.0;0.0
57.0;57.8;57.0;45.1;0.0;0.0
58.2;58.9;56.8;45.3;0.0;0.0
57.4;58.9;57.4;44.4;0.0;0.0
58.6;59.0;58.7;45.2;0.0;0.0
59.0;60.6;59.0;45.3;0.0;0.0
60.1;60.4;58.7;45.0;0.0;0.0
59.4;61.7;59.6;44.3;0.0;0.0
60.4;61.8;59.8;44.8;0.0;0.0
60.4;62.0;61.8;44.3;0.0;0.0
62.6;62.6;61.9;44.4;0.0;0.0
61.6;63.0;62.8;45.1;0.0;0.0
62.2;63.9;62.5;44.3;0.0;0.0
62.3;64.9;63.1;43.9;0.0;0.0
63.9;65.0;64.2;45.1;0.0;0.0
64.9;64.9;64.5;45.1;0.0;0.0
65.7;66.5;65.9;45.5;0.0;0.0
66.2;68.5;65.7;44.6;0.0;0.0
67.4;68.0;66.5;44.4;0.0;0.0
68.5;70.2;67.4;44.7;0.0;0.0
69.5;71.0;68.9;44.7;0.0;0.0
69.1;72.1;69.3;45.0;0.0;0.0
70.9;72.1;70.6;45.8;0.0;0.0
71.1;72.5;71.3;44.7;0.0;0.0
72.9;73.8;72.1;45.1;0.0;0.0
72.8;75.4;72.5;45.7;0.0;0.0
72.3;75.2;73.2;44.5;0.1;0.1
74.1;75.1;73.5;44.7;0.2;0.1
74.2;76.5;74.8;45.5;0.4;0.2
75.7;77.5;75.4;44.5;0.6;0.4
75.8;77.2;74.4;45.4;0.7;0.5
75.7;77.4;76.6;44.8;0.9;0.6
75.7;80.5;76.0;45.7;1.1;0.7
77.3;80.6;76.4;45.2;1.2;0.7
77.5;79.2;78.9;45.1;1.4;0.9
78.7;80.0;78.8;46.3;1.6;1.0
77.7;79.0;79.1;45.2;1.9;1.2
77.7;80.7;79.5;44.7;2.4;1.5
78.8;79.9;78.3;45.7;3.1;1.8
78.5;79.8;76.3;44.7;4.0;2.2
77.4;78.4;77.1;45.8;5.0;2.6
77.2;80.3;78.1;45.8;5.8;3.1
77.4;80.3;77.6;45.0;6.4;3.6
77.2;80.5;77.8;45.6;6.9;4.0
77.9;79.1;77.1;45.2;7.3;4.4
77.8;79.6;77.9;46.0;7.5;4.9
77.1;79.2;77.2;45.8;8.0;5.1
75.6;78.9;77.3;46.3;8.4;5.4
75.9;78.5;76.0;45.9;8.9;5.5
77.9;78.9;75.9;45.2;9.2;5.5
77.3;79.3;75.9;45.8;9.3;5.3
77.3;77.1;77.2;45.8;8.9;5.2
76.6;79.2;78.2;44.9;8.6;5.1
77.9;79.1;77.8;46.2;8.2;4.9
77.0;78.9;78.9;45.3;7.7;4.9
77.3;80.8;78.9;44.8;7.8;5.2
79.0;80.1;76.3;45.2;8.8;5.6
75.7;77.0;78.3;45.7;10.3;6.5
74.8;77.8;74.7;45.6;13.3;7.7
74.2;75.7;74.0;45.4;16.6;9.0
72.2;74.8;73.0;46.1;20.1;10.4
72.6;73.4;71.0;45.6;22.0;11.6
71.6;71.9;70.2;45.0;23.1;12.4
69.7;73.4;69.1;45.5;22.7;12.9
72.0;73.3;70.7;45.1;22.1;13.5
71.0;72.7;71.6;45.2;21.1;13.3
72.7;73.6;72.4;44.2;20.9;13.4
71.1;73.3;73.2;44.8;21.6;13.0
71.7;73.1;71.7;43.9;21.5;12.4
71.4;74.1;72.0;44.2;21.3;11.7
72.6;73.9;71.4;44.8;20.6;11.4
72.1;74.3;72.4;44.4;19.1;11.4
71.1;74.5;72.6;44.5;17.8;11.2
72.2;75.0;74.0;44.7;17.5;11.6
74.1;74.2;72.0;43.8;17.9;12.6
73.4;74.0;70.9;44.2;18.7;13.6
70.5;72.0;71.4;44.5;20.4;14.3
69.1;71.2;70.3;43.8;21.8;14.4
70.6;70.8;70.5;44.1;22.3;14.3
70.4;71.7;69.5;44.0;22.7;13.5
70.8;73.3;70.5;43.9;23.2;12.8
69.7;72.6;69.7;44.5;22.9;12.1
71.0;73.4;70.5;43.8;22.4;12.4
70.9;73.7;70.9;45.0;22.4;13.0
70.4;72.9;70.0;44.6;22.1;13.4
70.8;71.8;70.2;45.0;21.9;13.6
70.2;71.8;69.6;44.9;22.6;13.9
71.3;72.5;70.0;44.3;22.9;13.4
69.8;69.9;71.4;45.2;23.2;13.0
68.7;71.0;70.6;45.2;23.4;12.6
68.5;71.5;69.5;45.4;23.0;12.8
68.6;70.3;67.6;45.1;22.7;12.8
68.3;70.7;69.2;45.4;21.7;12.6
70.2;71.3;68.0;45.9;20.9;12.3
70.1;70.4;70.2;46.3;20.1;12.0
70.4;73.3;70.4;47.2;19.3;11.4
70.4;70.8;70.7;46.3;18.6;10.5
71.2;72.8;69.9;46.3;17.8;9.9
71.1;72.1;71.9;46.7;17.2;9.5
71.9;73.0;70.8;46.8;16.8;9.4
70.0;71.6;70.8;47.1;16.5;9.1
70.2;71.7;69.9;47.6;16.5;9.6
69.2;71.4;70.2;47.6;16.5;9.7
68.0;70.3;67.9;47.5;16.7;10.3
69.8;70.9;69.1;46.9;16.3;10.7
68.5;69.8;67.9;47.5;16.5;10.3
68.4;70.7;69.2;48.1;15.6;9.9
68.6;70.2;68.1;46.8;15.5;9.0
69.5;72.7;70.5;46.9;14.8;7.9
68.8;71.7;69.9;46.4;14.0;7.3
69.8;73.4;69.8;46.3;13.5;6.8
71.4;71.4;69.9;45.9;12.6;6.6
70.1;71.3;70.3;46.4;12.0;6.4
70.7;72.3;71.3;46.2;10.9;6.0
72.7;73.3;71.4;44.4;9.5;5.3
74.5;74.7;72.6;45.0;7.9;4.4
73.0;74.5;72.0;44.5;6.7;3.8
72.0;73.7;72.8;44.1;6.3;3.5
72.6;74.4;73.4;42.7;6.5;3.8
72.0;73.5;72.4;42.7;6.8;4.2
71.9;73.8;72.0;41.5;7.3;4.6
70.6;72.5;70.5;41.8;7.1;4.7
72.7;73.4;70.5;41.5;7.0;4.3
71.7;72.8;71.5;40.1;6.1;3.7
72.0;73.4;71.7;40.7;5.5;3.1
73.0;74.3;74.0;39.3;4.7;2.5
73.2;74.3;72.6;38.7;4.0;2.1
73.3;75.8;74.2;38.9;3.4;1.7
73.7;76.0;72.9;37.9;2.9;1.4
76.6;76.1;74.8;38.5;2.5;1.3
73.8;74.3;74.6;37.4;2.0;1.1
73.5;76.3;74.1;37.4;1.7;0.9
75.8;77.0;74.0;36.8;1.3;0.8
75.2;76.0;76.3;36.1;0.9;0.6
74.6;76.3;75.5;36.7;0.6;0.4
75.4;75.4;75.5;35.9;0.4;0.2
73.1;76.0;74.0;36.9;0.2;0.1
72.9;77.2;74.9;36.1;0.1;0.0
74.4;76.8;76.0;36.1;0.0;0.0
74.3;76.8;75.1;36.0;0.0;0.0
75.0;76.3;74.5;36.2;0.0;0.0
73.4;76.0;75.2;36.8;0.0;0.0
74.8;77.0;74.2;36.3;0.0;0.0
74.4;76.6;74.5;36.5;0.0;0.0
73.9;75.5;74.3;37.0;0.0;0.0
74.1;74.3;73.9;37.7;0.0;0.0
74.4;76.7;75.4;37.4;0.0;0.0
73.9;76.2;73.9;36.5;0.1;0.0
73.2;75.7;72.8;37.8;0.1;0.0
75.3;76.2;75.4;38.2;0.1;0.0
75.1;76.4;73.8;38.8;0.1;0.0
75.1;77.5;74.7;38.4;0.1;0.0
76.2;76.0;75.0;38.4;0.1;0.0
74.5;76.1;75.2;39.4;0.0;0.0
75.0;77.7;75.5;38.8;0.0;0.0
75.7;77.1;77.2;39.3;0.0;0.0
76.9;80.0;75.8;39.7;0.0;0.0
77.4;79.0;77.3;40.0;0.0;0.0
77.7;78.3;77.6;40.2;0.0;0.0
78.2;79.1;78.0;41.3;0.0;0.0
78.0;80.2;79.5;40.1;0.0;0.0
80.7;80.9;79.7;40.7;0.0;0.0
78.4;82.3;78.7;40.7;0.0;0.0
79.9;81.1;79.0;41.0;0.0;0.0
79.0;81.4;79.2;41.7;0.0;0.0
80.5;81.7;81.4;41.2;0.0;0.0
82.2;82.2;80.6;41.2;0.0;0.0
82.1;83.8;81.9;41.5;0.0;0.0
81.7;84.7;82.5;41.5;0.0;0.0
82.6;84.9;82.0;41.4;0.0;0.0
84.2;85.8;85.8;40.7;0.0;0.0
82.5;86.2;83.7;40.9;0.0;0.0
83.7;84.8;83.1;40.7;0.0;0.0
84.0;85.6;84.2;41.6;0.0;0.0
85.1;86.5;84.8;41.2;0.0;0.0
83.8;85.5;82.8;41.3;0.0;0.0
83.1;85.4;83.3;41.5;0.0;0.0
82.2;83.5;82.2;41.1;0.0;0.0
82.8;85.6;83.4;40.6;0.0;0.0
82.5;84.9;82.3;40.8;0.0;0.0
83.6;83.1;81.5;39.7;0.0;0.0
82.5;83.2;82.5;40.5;0.0;0.0
79.9;82.0;82.2;39.8;0.0;0.0
81.4;83.4;82.3;39.2;0.0;0.0
81.1;82.3;81.0;39.5;0.0;0.0
80.8;83.0;80.6;38.9;0.0;0.0
80.5;81.4;80.0;39.2;0.0;0.0
79.9;82.6;78.3;38.6;0.0;0.0
78.2;79.9;79.0;38.4;0.0;0.0
79.9;80.1;79.7;37.2;0.0;0.0
78.7;81.1;81.4;37.3;0.0;0.0
79.2;80.9;77.3;36.6;0.0;0.0
77.7;78.6;78.3;36.8;0.0;0.0
77.8;79.4;78.6;36.7;0.0;0.0
77.3;79.5;77.4;35.8;0.0;0.0
78.8;79.3;76.9;35.8;0.0;0.0
76.5;78.6;76.5;35.0;0.0;0.0
75.5;76.6;76.0;35.4;0.0;0.0
77.2;79.3;77.4;34.6;0.0;0.0
76.8;76.6;76.7;34.7;0.0;0.0
76.9;77.3;75.8;34.3;0.0;0.0
76.5;77.4;77.1;34.0;0.0;0.0
75.6;79.0;75.3;33.7;0.0;0.0
75.0;76.3;75.7;33.1;0.0;0.0
75.6;76.9;75.3;33.5;0.0;0.0
75.5;75.3;74.0;33.8;0.0;0.0
75.0;75.6;74.4;33.5;0.0;0.0
75.4;76.7;74.2;33.2;0.0;0.0
73.9;74.9;72.6;33.1;0.0;0.0
74.0;77.2;73.0;33.4;0.0;0.0
75.3;76.5;73.9;33.2;0.0;0.0
73.8;75.2;74.0;33.0;0.0;0.0
74.7;77.4;74.5;33.0;0.0;0.0
74.8;77.1;75.4;33.6;0.0;0.0
76.8;76.2;76.3;33.4;0.0;0.0
75.1;77.9;78.0;33.8;0.0;0.0
76.3;79.6;76.5;34.4;0.0;0.0
78.1;78.4;77.4;34.0;0.0;0.0
78.2;80.1;77.7;34.7;0.0;0.0
77.9;78.8;78.7;34.0;0.0;0.0
77.0;79.8;77.0;34.9;0.0;0.0
75.8;79.9;77.5;34.7;0.0;0.0
76.3;78.5;76.9;35.2;0.0;0.0
75.8;78.4;76.5;35.7;0.0;0.0
75.3;77.1;76.7;35.5;0.0;0.0
76.1;77.6;76.2;36.4;0.0;0.0
76.7;75.9;77.9;36.4;0.0;0.0
75.7;76.4;75.4;36.8;0.0;0.0
75.1;77.1;75.3;36.6;0.0;0.0
