gen_0_5;gen_1_0;gen_2_1;gen_5_2;gen_5_3;balance
68.7;70.1;68.7;11.9;5.8;3.8
69.1;70.6;69.1;11.9;4.8;3.2
69.7;71.2;69.7;11.9;3.7;2.4
70.2;71.7;70.2;12.0;2.6;1.7
70.5;72.1;70.5;12.1;1.8;1.1
70.7;72.2;70.7;12.1;1.4;0.8
70.6;72.2;70.6;12.1;1.3;0.7
70.5;72.1;70.5;12.2;1.2;0.7
70.5;72.0;70.5;12.2;1.1;0.6
70.4;72.0;70.4;12.3;0.8;0.5
70.5;72.0;70.5;12.3;0.6;0.3
70.5;72.1;70.5;12.4;0.3;0.2
70.6;72.1;70.6;12.4;0.2;0.1
70.6;72.1;70.6;12.5;0.1;0.0
70.6;72.1;70.6;12.5;0.0;0.0
70.6;72.2;70.6;12.6;0.0;0.0
70.6;72.2;70.6;12.7;0.0;0.0
70.7;72.2;70.7;12.7;0.0;0.0
70.7;72.2;70.7;12.8;0.0;0.0
70.7;72.3;70.7;12.9;0.0;0.0
70.8;72.4;70.8;12.9;0.0;0.0
70.9;72.4;70.9;13.0;0.0;0.0
71.0;72.6;71.0;13.1;0.0;0.0
71.2;72.7;71.2;13.1;0.0;0.0
71.4;72.9;71.4;13.2;0.0;0.0
71.6;73.2;71.6;13.2;0.1;0.0
71.9;73.5;71.9;13.3;0.1;0.0
72.3;73.8;72.3;13.4;0.0;0.0
72.7;74.2;72.7;13.5;0.0;0.0
73.1;74.7;73.1;13.5;0.0;0.0
73.7;75.2;73.7;13.6;0.0;0.0
74.2;75.8;74.2;13.6;0.0;0.0
74.8;76.4;74.8;13.7;0.0;0.0
75.4;77.0;75.4;13.8;0.0;0.0
76.0;77.7;76.0;13.9;0.0;0.0
76.7;78.3;76.7;13.9;0.0;0.0
77.3;79.0;77.3;14.0;0.0;0.0
77.9;79.6;77.9;14.1;0.0;0.0
78.6;80.3;78.6;14.1;0.0;0.0
79.2;80.9;79.2;14.2;0.0;0.0
79.8;81.5;79.8;14.3;0.0;0.0
80.4;82.2;80.4;14.4;0.0;0.0
81.0;82.8;81.0;14.5;0.0;0.0
81.6;83.4;81.6;14.5;0.0;0.0
82.1;83.9;82.1;14.6;0.0;0.0
82.6;84.4;82.6;14.6;0.0;0.0
83.0;84.8;83.0;14.7;0.0;0.0
83.3;85.1;83.3;14.7;0.0;0.0
83.5;85.3;83.5;14.8;0.0;0.0
83.6;85.4;83.6;14.9;0.0;0.0
83.7;85.5;83.7;14.9;0.0;0.0
83.7;85.6;83.7;15.0;0.0;0.0
83.7;85.6;83.7;15.1;0.0;0.0
83.7;85.5;83.7;15.1;0.0;0.0
83.7;85.5;83.7;15.1;0.0;0.0
83.6;85.4;83.6;15.2;0.0;0.0
83.4;85.2;83.4;15.2;0.0;0.0
83.3;85.1;83.3;15.3;0.0;0.0
83.1;84.9;83.1;15.3;0.0;0.0
82.8;84.6;82.8;15.3;0.0;0.0
82.5;84.3;82.5;15.4;0.0;0.0
82.2;84.0;82.2;15.4;0.0;0.0
81.8;83.6;81.8;15.4;0.0;0.0
81.5;83.3;81.5;15.5;0.0;0.0
81.2;82.9;81.2;15.5;0.0;0.0
80.9;82.6;80.9;15.5;0.0;0.0
80.6;82.3;80.6;15.5;0.0;0.0
80.3;82.0;80.3;15.6;0.0;0.0
80.0;81.7;80.0;15.6;0.0;0.0
79.7;81.4;79.7;15.6;0.0;0.0
79.4;81.1;79.4;15.7;0.0;0.0
79.1;80.8;79.1;15.7;0.0;0.0
78.7;80.4;78.7;15.7;0.0;0.0
78.4;80.1;78.4;15.8;0.0;0.0
78.0;79.7;78.0;15.8;0.0;0.0
77.6;79.3;77.6;15.8;0.0;0.0
77.3;78.9;77.3;15.9;0.0;0.0
76.9;78.6;76.9;15.9;0.0;0.0
76.6;78.2;76.6;16.0;0.0;0.0
76.2;77.9;76.2;16.0;0.0;0.0
75.9;77.5;75.9;16.0;0.0;0.0
75.6;77.2;75.6;16.1;0.0;0.0
75.4;77.0;75.4;16.1;0.0;0.0
75.1;76.7;75.1;16.2;0.0;0.0
74.9;76.5;74.9;16.3;0.0;0.0
74.8;76.4;74.8;16.4;0.0;0.0
74.8;76.5;74.8;16.4;0.0;0.0
75.0;76.6;75.0;16.5;0.0;0.0
75.2;76.9;75.2;16.6;0.0;0.0
75.7;77.3;75.7;16.6;0.0;0.0
76.2;77.9;76.2;16.7;0.0;0.0
76.8;78.4;76.8;16.8;0.0;0.0
77.3;79.0;77.3;16.9;0.0;0.0
77.7;79.4;77.7;17.0;0.0;0.0
78.0;79.7;78.0;17.1;0.0;0.0
78.0;79.7;78.0;17.2;0.0;0.0
77.8;79.5;77.8;17.4;0.0;0.0
77.5;79.2;77.5;17.4;0.0;0.0
77.1;78.8;77.1;17.6;0.0;0.0
76.8;78.4;76.8;17.7;0.0;0.0
76.4;78.1;76.4;17.8;0.0;0.0
76.3;77.9;76.3;17.9;0.0;0.0
76.2;77.8;76.2;18.1;0.0;0.0
76.2;77.8;76.2;18.2;0.0;0.0
76.1;77.8;76.1;18.4;0.0;0.0
76.1;77.7;76.1;18.5;0.0;0.0
76.0;77.6;76.0;18.6;0.0;0.0
75.7;77.4;75.7;18.8;0.0;0.0
75.5;77.1;75.5;18.9;0.0;0.0
75.1;76.7;75.1;19.1;0.0;0.0
74.6;76.2;74.6;19.3;0.0;0.0
74.1;75.7;74.1;19.4;0.0;0.0
73.4;75.0;73.4;19.6;0.0;0.0
72.8;74.4;72.8;19.8;0.0;0.0
72.1;73.6;72.1;19.9;0.0;0.0
71.4;73.0;71.4;20.1;0.0;0.0
70.8;72.3;70.8;20.3;0.0;0.0
70.2;71.7;70.2;20.4;0.0;0.0
69.7;71.2;69.7;20.6;0.0;0.0
69.4;70.9;69.4;20.8;0.0;0.0
69.2;70.7;69.2;21.0;0.0;0.0
69.0;70.5;69.0;21.1;0.0;0.0
68.9;70.4;68.9;21.3;0.0;0.0
68.8;70.3;68.8;21.4;0.0;0.0
68.6;70.1;68.6;21.7;0.0;0.0
68.5;70.0;68.5;21.8;0.0;0.0
68.3;69.7;68.3;22.0;0.0;0.0
68.0;69.5;68.0;22.1;0.0;0.0
67.8;69.3;67.8;22.3;0.0;0.0
67.6;69.0;67.6;22.4;0.0;0.0
67.4;68.8;67.4;22.6;0.0;0.0
67.2;68.7;67.2;22.7;0.0;0.0
67.1;68.6;67.1;22.8;0.0;0.0
67.0;68.5;67.0;23.0;0.0;0.0
66.9;68.3;66.9;23.1;0.0;0.0
66.7;68.1;66.7;23.3;0.0;0.0
66.4;67.8;66.4;23.4;0.0;0.0
66.1;67.5;66.1;23.5;0.0;0.0
65.6;67.1;65.6;23.6;0.0;0.0
65.2;66.6;65.2;23.7;0.0;0.0
64.7;66.1;64.7;23.8;0.0;0.0
64.2;65.6;64.2;23.8;0.0;0.0
63.8;65.2;63.8;23.9;0.0;0.0
63.5;64.9;63.5;24.0;0.0;0.0
63.3;64.6;63.3;24.0;0.0;0.0
63.0;64.4;63.0;24.1;0.0;0.0
62.9;64.2;62.9;24.1;0.0;0.0
62.7;64.0;62.7;24.1;0.0;0.0
62.5;63.9;62.5;24.1;0.0;0.0
62.3;63.6;62.3;24.1;0.0;0.0
62.1;63.4;62.1;24.1;0.0;0.0
61.8;63.2;61.8;24.1;0.0;0.0
61.6;63.0;61.6;24.1;0.0;0.0
61.5;62.8;61.5;24.1;0.0;0.0
61.4;62.7;61.4;24.0;0.0;0.0
61.3;62.6;61.3;23.9;0.0;0.0
61.3;62.6;61.3;23.9;0.0;0.0
61.3;62.7;61.3;23.8;0.0;0.0
61.4;62.7;61.4;23.7;0.0;0.0
61.5;62.8;61.5;23.7;0.0;0.0
61.5;62.9;61.5;23.6;0.0;0.0
61.6;62.9;61.6;23.4;0.0;0.0
61.6;63.0;61.6;23.4;0.0;0.0
61.7;63.1;61.7;23.3;0.0;0.0
61.8;63.2;61.8;23.2;0.0;0.0
62.0;63.4;62.0;23.1;0.0;0.0
62.3;63.7;62.3;23.0;0.0;0.0
62.7;64.0;62.7;23.0;0.0;0.0
63.1;64.5;63.1;22.9;0.0;0.0
63.6;65.0;63.6;22.9;0.0;0.0
64.1;65.5;64.1;22.8;0.0;0.0
64.6;66.0;64.6;22.8;0.0;0.0
65.1;66.5;65.1;22.8;0.0;0.0
65.5;66.9;65.5;22.8;0.0;0.0
65.8;67.2;65.8;22.8;0.0;0.0
66.2;67.6;66.2;22.9;0.0;0.0
66.5;68.0;66.5;22.9;0.0;0.0
66.9;68.4;66.9;23.0;0.0;0.0
67.5;68.9;67.5;23.1;0.0;0.0
68.1;69.6;68.1;23.2;0.0;0.0
68.8;70.3;68.8;23.4;0.0;0.0
69.6;71.1;69.6;23.5;0.0;0.0
70.4;72.0;70.4;23.7;0.0;0.0
71.2;72.8;71.2;23.9;0.0;0.0
72.0;73.5;72.0;24.1;0.0;0.0
72.7;74.3;72.7;24.3;0.0;0.0
73.3;74.9;73.3;24.6;0.0;0.0
73.9;75.5;73.9;24.8;0.0;0.0
74.5;76.1;74.5;25.0;0.0;0.0
75.0;76.7;75.0;25.3;0.0;0.0
75.5;77.2;75.5;25.5;0.1;0.1
76.1;77.7;76.1;25.8;0.2;0.1
76.6;78.3;76.6;26.0;0.4;0.2
77.1;78.8;77.1;26.2;0.5;0.3
77.6;79.3;77.6;26.5;0.7;0.4
78.0;79.7;78.0;26.7;1.0;0.5
78.3;80.0;78.3;26.9;1.3;0.7
78.6;80.3;78.6;27.0;1.6;1.0
78.9;80.6;78.9;27.2;1.8;1.1
79.1;80.8;79.1;27.3;2.0;1.3
79.3;81.0;79.3;27.5;2.2;1.4
79.4;81.1;79.4;27.6;2.5;1.6
79.3;81.1;79.3;27.7;2.9;1.9
79.2;80.9;79.2;27.7;3.6;2.4
78.9;80.6;78.9;27.7;4.5;2.9
78.6;80.3;78.6;27.7;5.4;3.4
78.3;80.0;78.3;27.7;6.3;3.8
78.1;79.8;78.1;27.6;7.0;4.1
77.9;79.6;77.9;27.6;7.7;4.3
77.8;79.5;77.8;27.5;8.3;4.5
77.8;79.4;77.8;27.4;8.9;4.5
77.7;79.4;77.7;27.3;9.4;4.7
77.6;79.3;77.6;27.2;10.0;4.8
77.5;79.2;77.5;27.1;10.8;5.1
77.3;78.9;77.3;26.9;11.6;5.4
76.9;78.6;76.9;26.8;12.7;6.0
76.6;78.2;76.6;26.7;13.7;6.6
76.2;77.8;76.2;26.5;14.8;7.3
75.8;77.4;75.8;26.4;15.7;8.1
75.4;77.1;75.4;26.2;16.5;8.9
75.1;76.8;75.1;26.1;17.2;9.6
75.0;76.6;75.0;26.0;17.7;10.1
74.9;76.5;74.9;25.9;18.1;10.3
75.0;76.6;75.0;25.8;18.2;10.2
75.2;76.8;75.2;25.7;18.0;10.0
75.6;77.3;75.6;25.6;17.2;9.8
76.2;77.9;76.2;25.5;15.9;9.5
76.9;78.5;76.9;25.4;14.3;9.4
77.3;79.0;77.3;25.4;13.1;9.4
77.4;79.0;77.4;25.3;12.9;9.7
76.8;78.5;76.8;25.3;14.2;10.2
75.9;77.6;75.9;25.3;16.3;10.9
75.1;76.7;75.1;25.2;18.4;11.5
74.5;76.1;74.5;25.2;19.6;12.0
74.5;76.1;74.5;25.3;19.5;12.3
74.8;76.5;74.8;25.3;18.5;12.3
75.2;76.9;75.2;25.3;17.4;12.3
75.4;77.0;75.4;25.3;17.1;12.2
75.0;76.6;75.0;25.3;18.5;12.2
74.2;75.9;74.2;25.4;20.7;12.2
73.5;75.1;73.5;25.4;23.1;12.3
73.0;74.6;73.0;25.5;24.6;12.4
73.0;74.6;73.0;25.5;24.9;12.4
73.4;75.0;73.4;25.6;24.1;12.4
74.0;75.6;74.0;25.7;22.8;12.4
74.6;76.2;74.6;25.7;21.5;12.2
75.0;76.7;75.0;25.8;20.6;12.0
75.4;77.0;75.4;25.9;20.2;11.8
75.6;77.2;75.6;25.9;20.1;11.5
75.7;77.3;75.7;26.1;20.2;11.1
75.7;77.4;75.7;26.1;20.3;10.8
75.7;77.4;75.7;26.2;20.3;10.4
75.8;77.5;75.8;26.3;19.9;10.0
76.1;77.8;76.1;26.3;19.0;9.4
76.7;78.4;76.7;26.4;17.4;8.8
77.4;79.1;77.4;26.5;15.5;8.1
78.0;79.6;78.0;26.6;13.9;7.8
78.1;79.8;78.1;26.7;13.3;8.0
77.7;79.4;77.7;26.7;14.0;8.8
76.9;78.6;76.9;26.8;15.5;10.0
76.1;77.8;76.1;26.9;17.0;11.0
75.6;77.3;75.6;27.0;18.0;11.8
75.5;77.2;75.5;27.1;18.0;12.0
75.6;77.2;75.6;27.2;17.6;11.9
75.6;77.3;75.6;27.3;17.2;11.7
75.4;77.0;75.4;27.4;17.3;11.5
74.8;76.5;74.8;27.5;18.2;11.5
74.2;75.8;74.2;27.6;19.3;11.6
73.8;75.4;73.8;27.7;19.8;11.4
74.0;75.6;74.0;27.7;19.3;10.9
74.9;76.5;74.9;27.8;17.3;9.9
76.0;77.7;76.0;28.0;14.6;8.7
77.2;78.8;77.2;28.0;12.1;7.6
77.7;79.4;77.7;28.1;10.8;7.1
77.4;79.1;77.4;28.2;11.1;7.3
76.7;78.4;76.7;28.3;12.4;7.9
76.0;77.7;76.0;28.4;13.8;8.5
75.6;77.3;75.6;28.5;14.4;8.7
75.8;77.4;75.8;28.6;13.9;8.4
76.2;77.9;76.2;28.7;12.6;7.6
76.8;78.5;76.8;28.8;11.1;6.7
77.3;78.9;77.3;28.9;9.7;5.9
77.5;79.2;77.5;29.0;8.7;5.1
77.6;79.3;77.6;29.1;8.0;4.6
77.5;79.2;77.5;29.2;7.4;4.1
77.5;79.2;77.5;29.3;7.0;3.7
77.4;79.1;77.4;29.4;6.6;3.4
77.4;79.1;77.4;29.5;6.1;3.1
77.6;79.2;77.6;29.5;5.5;2.7
77.8;79.4;77.8;29.7;4.7;2.4
78.1;79.7;78.1;29.7;3.8;2.0
78.3;80.0;78.3;29.8;2.9;1.6
78.5;80.2;78.5;29.9;2.2;1.3
78.7;80.4;78.7;30.0;1.7;1.1
78.7;80.4;78.7;30.0;1.4;0.9
78.7;80.4;78.7;30.1;1.2;0.8
78.7;80.4;78.7;30.2;1.0;0.6
78.7;80.4;78.7;30.2;0.8;0.5
78.7;80.4;78.7;30.3;0.6;0.3
78.7;80.4;78.7;30.3;0.4;0.2
78.7;80.4;78.7;30.4;0.2;0.1
78.7;80.4;78.7;30.4;0.1;0.0
78.7;80.4;78.7;30.4;0.0;0.0
78.6;80.3;78.6;30.5;0.0;0.0
78.6;80.3;78.6;30.5;0.0;0.0
78.5;80.2;78.5;30.5;0.0;0.0
78.5;80.2;78.5;30.5;0.0;0.0
78.5;80.2;78.5;30.5;0.0;0.0
78.5;80.2;78.5;30.5;0.0;0.0
78.5;80.2;78.5;30.5;0.0;0.0
78.5;80.2;78.5;30.5;0.1;0.0
78.6;80.3;78.6;30.4;0.1;0.0
78.7;80.4;78.7;30.4;0.1;0.0
78.8;80.5;78.8;30.4;0.1;0.0
79.0;80.7;79.0;30.3;0.1;0.0
79.3;81.0;79.3;30.2;0.1;0.0
79.6;81.3;79.6;30.1;0.1;0.0
80.0;81.7;80.0;30.0;0.0;0.0
80.4;82.2;80.4;29.9;0.0;0.0
81.0;82.7;81.0;29.8;0.0;0.0
81.5;83.3;81.5;29.6;0.0;0.0
82.1;83.8;82.1;29.5;0.0;0.0
82.6;84.4;82.6;29.4;0.0;0.0
83.1;84.9;83.1;29.2;0.0;0.0
83.6;85.4;83.6;29.0;0.0;0.0
84.1;85.9;84.1;28.8;0.0;0.0
84.6;86.5;84.6;28.6;0.0;0.0
85.2;87.0;85.2;28.4;0.0;0.0
85.7;87.6;85.7;28.2;0.0;0.0
86.4;88.2;86.4;28.0;0.0;0.0
87.0;88.9;87.0;27.8;0.0;0.0
87.6;89.5;87.6;27.6;0.0;0.0
88.2;90.1;88.2;27.5;0.0;0.0
88.7;90.6;88.7;27.3;0.0;0.0
89.0;90.9;89.0;27.1;0.0;0.0
89.2;91.1;89.2;26.9;0.0;0.0
89.3;91.2;89.3;26.8;0.0;0.0
89.2;91.1;89.2;26.7;0.0;0.0
89.0;91.0;89.0;26.5;0.0;0.0
88.8;90.7;88.8;26.4;0.0;0.0
88.5;90.4;88.5;26.3;0.0;0.0
88.2;90.1;88.2;26.3;0.0;0.0
87.8;89.7;87.8;26.2;0.0;0.0
87.4;89.3;87.4;26.2;0.0;0.0
86.9;88.8;86.9;26.2;0.0;0.0
86.5;88.3;86.5;26.3;0.0;0.0
86.0;87.8;86.0;26.3;0.0;0.0
85.4;87.3;85.4;26.4;0.0;0.0
84.9;86.7;84.9;26.5;0.0;0.0
84.4;86.2;84.4;26.6;0.0;0.0
83.8;85.6;83.8;26.8;0.0;0.0
83.2;85.0;83.2;27.0;0.0;0.0
82.6;84.4;82.6;27.2;0.0;0.0
82.0;83.8;82.0;27.3;0.0;0.0
81.4;83.2;81.4;27.6;0.0;0.0
80.8;82.6;80.8;27.8;0.0;0.0
80.2;82.0;80.2;28.0;0.0;0.0
79.7;81.4;79.7;28.2;0.0;0.0
79.1;80.8;79.1;28.4;0.0;0.0
78.6;80.3;78.6;28.6;0.0;0.0
78.1;79.8;78.1;28.8;0.0;0.0
77.6;79.2;77.6;29.0;0.0;0.0
77.1;78.8;77.1;29.2;0.0;0.0
76.6;78.3;76.6;29.4;0.0;0.0
76.2;77.8;76.2;29.6;0.0;0.0
75.7;77.4;75.7;29.7;0.0;0.0
75.3;76.9;75.3;29.8;0.0;0.0
74.9;76.5;74.9;29.9;0.0;0.0
74.5;76.1;74.5;30.0;0.0;0.0
74.2;75.8;74.2;30.0;0.0;0.0
73.9;75.5;73.9;30.0;0.0;0.0
73.6;75.2;73.6;30.0;0.0;0.0
73.4;75.0;73.4;29.9;0.0;0.0
73.3;74.9;73.3;29.8;0.0;0.0
73.4;75.0;73.4;29.7;0.0;0.0
73.5;75.1;73.5;29.6;0.0;0.0
73.9;75.5;73.9;29.5;0.0;0.0
74.4;76.0;74.4;29.3;0.0;0.0
75.1;76.7;75.1;29.1;0.0;0.0
75.8;77.4;75.8;28.9;0.0;0.0
76.4;78.1;76.4;28.8;0.0;0.0
77.0;78.7;77.0;28.5;0.0;0.0
77.4;79.0;77.4;28.3;0.0;0.0
77.5;79.2;77.5;28.1;0.0;0.0
77.4;79.1;77.4;28.0;0.0;0.0
77.2;78.9;77.2;27.8;0.0;0.0
77.0;78.6;77.0;27.6;0.0;0.0
76.7;78.4;76.7;27.4;0.0;0.0
76.5;78.2;76.5;27.2;0.0;0.0
76.4;78.1;76.4;27.1;0.0;0.0
76.4;78.1;76.4;26.9;0.0;0.0
76.5;78.1;76.5;26.8;0.0;0.0
76.5;78.2;76.5;26.7;0.0;0.0
76.5;78.2;76.5;26.6;0.0;0.0
