gen_0_5;gen_1_0;gen_2_1;gen_5_2;gen_5_3;balance
68.4;69.9;68.4;15.1;0.0;0.0
68.4;69.9;68.4;14.9;0.0;0.0
68.4;69.8;68.4;14.7;0.0;0.0
68.4;69.8;68.4;14.5;0.0;0.0
68.3;69.8;68.3;14.4;0.0;0.0
68.3;69.8;68.3;14.2;0.0;0.0
68.2;69.7;68.2;14.1;0.0;0.0
68.2;69.6;68.2;13.9;0.0;0.0
68.1;69.6;68.1;13.8;0.0;0.0
68.0;69.5;68.0;13.7;0.0;0.0
68.0;69.5;68.0;13.6;0.0;0.0
68.0;69.5;68.0;13.4;0.0;0.0
68.1;69.6;68.1;13.3;0.0;0.0
68.2;69.7;68.2;13.2;0.0;0.0
68.3;69.8;68.3;13.1;0.0;0.0
68.5;70.0;68.5;13.1;0.0;0.0
68.6;70.1;68.6;13.0;0.0;0.0
68.7;70.2;68.7;12.9;0.0;0.0
68.8;70.3;68.8;12.8;0.0;0.0
68.8;70.3;68.8;12.8;0.0;0.0
68.8;70.3;68.8;12.7;0.0;0.0
68.8;70.3;68.8;12.6;0.0;0.0
68.8;70.3;68.8;12.6;0.0;0.0
68.9;70.4;68.9;12.5;0.0;0.0
69.0;70.5;69.0;12.5;0.0;0.0
69.1;70.6;69.1;12.4;0.0;0.0
69.3;70.8;69.3;12.4;0.0;0.0
69.4;71.0;69.4;12.4;0.0;0.0
69.6;71.1;69.6;12.3;0.0;0.0
69.7;71.2;69.7;12.3;0.0;0.0
69.8;71.3;69.8;12.3;0.0;0.0
69.9;71.4;69.9;12.2;0.0;0.0
69.9;71.4;69.9;12.2;0.0;0.0
69.9;71.4;69.9;12.1;0.0;0.0
69.9;71.4;69.9;12.1;0.0;0.0
69.9;71.5;69.9;12.1;0.1;0.0
70.0;71.5;70.0;12.0;0.1;0.1
70.1;71.6;70.1;12.0;0.2;0.1
70.1;71.7;70.1;11.9;0.3;0.2
70.2;71.7;70.2;11.8;0.5;0.3
70.2;71.7;70.2;11.8;0.7;0.4
70.2;71.7;70.2;11.7;1.0;0.6
70.2;71.7;70.2;11.6;1.3;0.8
70.2;71.7;70.2;11.6;1.7;0.9
70.2;71.7;70.2;11.5;1.9;1.1
70.1;71.7;70.1;11.4;2.2;1.3
70.1;71.6;70.1;11.3;2.5;1.5
70.0;71.5;70.0;11.2;3.0;1.9
69.7;71.2;69.7;11.1;3.8;2.3
69.4;70.9;69.4;10.9;4.7;2.9
68.9;70.4;68.9;10.8;5.8;3.5
68.5;69.9;68.5;10.7;7.1;4.2
68.0;69.5;68.0;10.5;8.3;4.8
67.7;69.1;67.7;10.4;9.4;5.4
67.5;68.9;67.5;10.2;10.1;5.8
67.5;69.0;67.5;10.1;10.5;5.9
67.8;69.3;67.8;10.0;10.4;5.8
68.2;69.7;68.2;9.9;10.2;5.6
68.6;70.1;68.6;9.7;10.0;5.4
68.9;70.4;68.9;9.6;10.1;5.4
69.0;70.5;69.0;9.4;10.6;5.6
68.9;70.4;68.9;9.3;11.5;6.0
68.7;70.2;68.7;9.2;12.5;6.6
68.3;69.8;68.3;9.1;13.8;7.3
68.0;69.4;68.0;8.9;15.0;8.1
67.7;69.1;67.7;8.9;16.1;8.7
67.5;69.0;67.5;8.7;17.0;9.0
67.6;69.0;67.6;8.6;17.6;9.0
67.8;69.2;67.8;8.5;17.9;8.7
68.0;69.4;68.0;8.5;18.2;8.4
68.1;69.5;68.1;8.4;18.5;8.4
67.9;69.4;67.9;8.3;19.0;8.9
67.6;69.1;67.6;8.2;19.7;9.7
67.2;68.7;67.2;8.2;20.3;10.7
67.0;68.4;67.0;8.1;20.7;11.5
66.9;68.4;66.9;8.0;20.8;12.1
67.0;68.5;67.0;8.0;20.7;12.3
67.2;68.7;67.2;8.0;20.5;12.2
67.5;68.9;67.5;7.9;20.3;11.9
67.7;69.1;67.7;7.9;20.2;11.5
67.8;69.2;67.8;7.9;20.5;11.1
67.5;69.0;67.5;7.9;21.3;10.9
67.0;68.4;67.0;7.8;22.7;11.3
66.0;67.4;66.0;7.8;24.8;12.3
64.9;66.3;64.9;7.8;26.9;13.7
64.0;65.4;64.0;7.9;28.3;14.9
63.8;65.2;63.8;7.9;28.4;15.8
64.4;65.8;64.4;7.8;26.7;15.9
65.5;66.9;65.5;7.9;23.9;15.6
66.6;68.1;66.6;7.9;21.0;15.1
67.3;68.7;67.3;7.9;19.6;14.8
67.0;68.5;67.0;7.9;20.5;14.7
66.2;67.7;66.2;7.9;22.9;14.8
65.4;66.8;65.4;7.9;25.5;15.0
64.9;66.3;64.9;8.0;27.1;14.8
65.1;66.5;65.1;8.0;27.1;14.3
65.8;67.2;65.8;8.0;26.0;13.6
66.5;68.0;66.5;8.0;24.4;12.9
67.0;68.5;67.0;8.1;23.2;12.5
67.1;68.5;67.1;8.1;23.0;12.7
66.9;68.4;66.9;8.1;23.3;13.1
66.8;68.3;66.8;8.1;23.5;13.4
67.2;68.7;67.2;8.2;22.8;13.2
68.3;69.7;68.3;8.2;20.9;12.3
69.7;71.2;69.7;8.2;18.1;11.0
71.1;72.6;71.1;8.2;15.3;9.7
71.9;73.4;71.9;8.2;13.5;8.8
71.8;73.3;71.8;8.2;13.3;8.8
70.9;72.4;70.9;8.2;14.5;9.3
69.6;71.1;69.6;8.2;16.3;10.1
68.2;69.7;68.2;8.3;18.2;10.8
67.0;68.5;67.0;8.2;19.8;11.2
66.0;67.4;66.0;8.3;21.0;11.3
65.3;66.7;65.3;8.3;21.6;11.2
64.9;66.3;64.9;8.3;21.5;10.9
64.8;66.2;64.8;8.2;20.7;10.5
64.9;66.3;64.9;8.2;19.6;10.1
65.1;66.5;65.1;8.2;18.4;9.7
65.2;66.6;65.2;8.2;17.3;9.4
65.1;66.6;65.1;8.1;16.6;9.3
65.1;66.5;65.1;8.1;16.2;9.3
65.1;66.5;65.1;8.1;15.6;9.1
65.4;66.8;65.4;8.1;14.6;8.6
65.9;67.3;65.9;8.0;13.2;7.8
66.5;67.9;66.5;8.0;11.6;6.8
67.0;68.5;67.0;7.9;10.1;5.9
67.3;68.8;67.3;7.8;9.0;5.2
67.3;68.8;67.3;7.8;8.4;4.8
67.1;68.6;67.1;7.8;8.1;4.5
66.9;68.4;66.9;7.7;7.8;4.4
66.8;68.3;66.8;7.6;7.5;4.1
66.8;68.3;66.8;7.6;7.0;3.8
67.0;68.4;67.0;7.5;6.4;3.4
67.2;68.6;67.2;7.4;5.7;3.0
67.4;68.9;67.4;7.3;5.1;2.6
67.6;69.1;67.6;7.3;4.5;2.3
67.8;69.3;67.8;7.2;3.9;2.0
68.0;69.5;68.0;7.2;3.3;1.7
68.2;69.6;68.2;7.1;2.7;1.4
68.3;69.8;68.3;7.1;2.1;1.1
68.4;69.9;68.4;7.0;1.6;0.8
68.5;70.0;68.5;7.0;1.1;0.6
68.5;70.0;68.5;6.9;0.8;0.4
68.5;70.0;68.5;6.9;0.5;0.3
68.5;70.0;68.5;6.8;0.3;0.2
68.5;70.0;68.5;6.7;0.2;0.1
68.5;70.0;68.5;6.7;0.1;0.0
68.5;70.0;68.5;6.7;0.0;0.0
68.5;70.0;68.5;6.6;0.0;0.0
68.5;70.0;68.5;6.6;0.0;0.0
68.5;70.0;68.5;6.6;0.0;0.0
68.5;70.0;68.5;6.5;0.0;0.0
68.6;70.1;68.6;6.5;0.0;0.0
68.6;70.1;68.6;6.4;0.0;0.0
68.7;70.2;68.7;6.5;0.0;0.0
68.8;70.3;68.8;6.5;0.0;0.0
68.9;70.4;68.9;6.4;0.0;0.0
69.1;70.6;69.1;6.4;0.0;0.0
69.3;70.8;69.3;6.4;0.0;0.0
69.5;71.1;69.5;6.4;0.0;0.0
69.9;71.4;69.9;6.4;0.0;0.0
70.2;71.7;70.2;6.5;0.0;0.0
70.6;72.2;70.6;6.5;0.0;0.0
71.1;72.7;71.1;6.5;0.0;0.0
71.6;73.2;71.6;6.5;0.0;0.0
72.1;73.7;72.1;6.6;0.0;0.0
72.7;74.3;72.7;6.6;0.0;0.0
73.3;74.9;73.3;6.6;0.0;0.0
73.8;75.4;73.8;6.7;0.0;0.0
74.4;76.0;74.4;6.8;0.0;0.0
75.0;76.6;75.0;6.9;0.0;0.0
75.6;77.2;75.6;6.9;0.0;0.0
76.1;77.8;76.1;7.0;0.0;0.0
76.7;78.4;76.7;7.1;0.0;0.0
77.3;79.0;77.3;7.1;0.0;0.0
77.8;79.5;77.8;7.2;0.0;0.0
78.4;80.1;78.4;7.3;0.0;0.0
78.8;80.6;78.8;7.4;0.0;0.0
79.3;81.0;79.3;7.5;0.0;0.0
79.6;81.3;79.6;7.6;0.0;0.0
79.9;81.6;79.9;7.7;0.0;0.0
80.1;81.8;80.1;7.8;0.0;0.0
80.3;82.0;80.3;7.9;0.0;0.0
80.4;82.1;80.4;8.0;0.0;0.0
80.4;82.2;80.4;8.0;0.0;0.0
80.4;82.2;80.4;8.2;0.0;0.0
80.4;82.2;80.4;8.2;0.0;0.0
80.4;82.2;80.4;8.3;0.0;0.0
80.4;82.1;80.4;8.3;0.0;0.0
80.3;82.1;80.3;8.4;0.0;0.0
80.2;81.9;80.2;8.4;0.0;0.0
80.1;81.8;80.1;8.5;0.0;0.0
79.9;81.6;79.9;8.5;0.0;0.0
79.7;81.4;79.7;8.5;0.0;0.0
79.5;81.2;79.5;8.5;0.0;0.0
79.2;81.0;79.2;8.5;0.0;0.0
79.0;80.7;79.0;8.5;0.0;0.0
78.8;80.5;78.8;8.5;0.0;0.0
78.6;80.3;78.6;8.5;0.0;0.0
78.5;80.2;78.5;8.5;0.0;0.0
78.3;80.0;78.3;8.4;0.0;0.0
78.2;79.9;78.2;8.4;0.0;0.0
78.0;79.7;78.0;8.4;0.0;0.0
77.8;79.5;77.8;8.3;0.0;0.0
77.7;79.3;77.7;8.3;0.0;0.0
77.5;79.2;77.5;8.2;0.0;0.0
77.3;79.0;77.3;8.2;0.0;0.0
77.1;78.8;77.1;8.1;0.0;0.0
76.9;78.5;76.9;8.1;0.0;0.0
76.7;78.3;76.7;8.0;0.0;0.0
76.5;78.1;76.5;8.1;0.0;0.0
76.3;78.0;76.3;8.0;0.0;0.0
76.1;77.8;76.1;8.0;0.0;0.0
76.0;77.6;76.0;7.9;0.0;0.0
75.9;77.5;75.9;7.9;0.0;0.0
75.8;77.4;75.8;7.9;0.0;0.0
75.7;77.3;75.7;7.9;0.0;0.0
75.7;77.3;75.7;7.9;0.0;0.0
75.8;77.4;75.8;7.9;0.0;0.0
75.9;77.6;75.9;7.9;0.0;0.0
76.2;77.9;76.2;7.8;0.0;0.0
76.7;78.3;76.7;7.9;0.0;0.0
77.3;78.9;77.3;7.9;0.0;0.0
78.0;79.7;78.0;7.9;0.0;0.0
78.7;80.4;78.7;7.9;0.0;0.0
79.4;81.1;79.4;7.9;0.0;0.0
80.0;81.7;80.0;8.0;0.0;0.0
80.4;82.2;80.4;8.0;0.0;0.0
80.6;82.4;80.6;8.0;0.0;0.0
80.6;82.4;80.6;8.0;0.0;0.0
80.5;82.2;80.5;8.1;0.0;0.0
80.3;82.1;80.3;8.1;0.0;0.0
80.2;81.9;80.2;8.2;0.0;0.0
80.0;81.8;80.0;8.2;0.0;0.0
80.0;81.8;80.0;8.3;0.0;0.0
80.1;81.9;80.1;8.3;0.0;0.0
80.3;82.0;80.3;8.4;0.0;0.0
80.4;82.2;80.4;8.5;0.0;0.0
80.6;82.3;80.6;8.5;0.0;0.0
80.7;82.4;80.7;8.6;0.0;0.0
80.6;82.4;80.6;8.6;0.0;0.0
80.5;82.3;80.5;8.7;0.0;0.0
80.3;82.0;80.3;8.8;0.0;0.0
80.0;81.7;80.0;8.9;0.0;0.0
79.6;81.4;79.6;9.0;0.0;0.0
79.2;80.9;79.2;9.0;0.0;0.0
78.7;80.4;78.7;9.1;0.0;0.0
78.2;79.8;78.2;9.2;0.0;0.0
77.6;79.3;77.6;9.3;0.0;0.0
77.1;78.8;77.1;9.4;0.0;0.0
76.7;78.3;76.7;9.5;0.0;0.0
76.4;78.0;76.4;9.6;0.0;0.0
76.2;77.8;76.2;9.7;0.0;0.0
76.1;77.7;76.1;9.8;0.0;0.0
76.0;77.7;76.0;9.9;0.0;0.0
76.1;77.7;76.1;10.0;0.0;0.0
76.1;77.7;76.1;10.1;0.0;0.0
76.1;77.8;76.1;10.2;0.0;0.0
76.0;77.7;76.0;10.4;0.0;0.0
75.9;77.6;75.9;10.5;0.0;0.0
75.8;77.5;75.8;10.6;0.0;0.0
75.7;77.3;75.7;10.7;0.0;0.0
75.5;77.2;75.5;10.9;0.0;0.0
75.5;77.1;75.5;11.0;0.0;0.0
75.4;77.0;75.4;11.1;0.0;0.0
75.4;77.0;75.4;11.3;0.0;0.0
75.3;77.0;75.3;11.3;0.0;0.0
75.2;76.9;75.2;11.5;0.0;0.0
75.1;76.7;75.1;11.6;0.0;0.0
74.9;76.5;74.9;11.8;0.0;0.0
74.6;76.2;74.6;11.9;0.0;0.0
74.1;75.8;74.1;12.1;0.0;0.0
73.7;75.3;73.7;12.2;0.0;0.0
73.2;74.8;73.2;12.4;0.0;0.0
72.7;74.3;72.7;12.5;0.0;0.0
72.3;73.9;72.3;12.7;0.0;0.0
72.0;73.6;72.0;12.8;0.0;0.0
71.7;73.3;71.7;12.9;0.0;0.0
71.5;73.0;71.5;13.1;0.0;0.0
71.3;72.8;71.3;13.2;0.0;0.0
71.1;72.6;71.1;13.3;0.0;0.0
70.8;72.4;70.8;13.5;0.0;0.0
70.6;72.1;70.6;13.6;0.0;0.0
70.3;71.8;70.3;13.7;0.0;0.0
70.0;71.5;70.0;13.9;0.0;0.0
69.7;71.2;69.7;14.0;0.0;0.0
69.5;71.0;69.5;14.0;0.0;0.0
69.3;70.8;69.3;14.2;0.0;0.0
69.1;70.6;69.1;14.3;0.0;0.0
69.1;70.6;69.1;14.3;0.0;0.0
69.0;70.5;69.0;14.5;0.0;0.0
69.0;70.5;69.0;14.5;0.0;0.0
69.0;70.5;69.0;14.6;0.0;0.0
69.0;70.5;69.0;14.7;0.0;0.0
68.9;70.4;68.9;14.8;0.0;0.0
68.9;70.4;68.9;14.8;0.0;0.0
68.9;70.4;68.9;14.9;0.0;0.0
68.9;70.4;68.9;14.9;0.0;0.0
69.0;70.5;69.0;15.0;0.0;0.0
69.2;70.7;69.2;15.0;0.0;0.0
69.4;71.0;69.4;15.1;0.0;0.0
69.8;71.3;69.8;15.2;0.0;0.0
70.3;71.8;70.3;15.2;0.0;0.0
70.7;72.2;70.7;15.2;0.0;0.0
71.1;72.7;71.1;15.3;0.0;0.0
71.5;73.1;71.5;15.3;0.0;0.0
71.8;73.4;71.8;15.3;0.0;0.0
72.1;73.7;72.1;15.4;0.0;0.0
72.4;73.9;72.4;15.4;0.0;0.0
72.7;74.2;72.7;15.5;0.0;0.0
73.0;74.6;73.0;15.5;0.0;0.0
73.5;75.1;73.5;15.6;0.0;0.0
74.1;75.7;74.1;15.6;0.0;0.0
74.8;76.4;74.8;15.6;0.0;0.0
75.5;77.2;75.5;15.7;0.0;0.0
76.3;78.0;76.3;15.7;0.0;0.0
77.1;78.8;77.1;15.8;0.0;0.0
77.8;79.5;77.8;15.8;0.0;0.0
78.5;80.2;78.5;15.9;0.0;0.0
79.1;80.8;79.1;15.9;0.0;0.0
79.7;81.4;79.7;15.9;0.0;0.0
80.2;81.9;80.2;16.0;0.0;0.0
80.7;82.4;80.7;16.1;0.0;0.0
81.2;82.9;81.2;16.1;0.1;0.1
81.6;83.4;81.6;16.2;0.2;0.1
82.1;83.9;82.1;16.2;0.3;0.2
82.6;84.3;82.6;16.2;0.5;0.3
83.0;84.8;83.0;16.3;0.7;0.4
83.3;85.1;83.3;16.3;1.0;0.5
83.6;85.4;83.6;16.4;1.3;0.7
83.7;85.5;83.7;16.4;1.7;0.8
83.9;85.7;83.9;16.5;2.0;1.0
84.0;85.8;84.0;16.5;2.3;1.1
84.0;85.8;84.0;16.5;2.5;1.2
84.0;85.8;84.0;16.6;2.8;1.4
84.0;85.8;84.0;16.6;3.1;1.5
83.8;85.6;83.8;16.7;3.4;1.7
83.6;85.4;83.6;16.7;3.8;1.9
83.4;85.2;83.4;16.8;4.2;2.2
83.2;85.0;83.2;16.8;4.5;2.5
82.9;84.7;82.9;16.9;4.7;2.8
82.7;84.5;82.7;16.9;5.0;3.1
82.3;84.1;82.3;17.0;5.5;3.5
81.9;83.7;81.9;17.0;6.3;3.9
81.4;83.2;81.4;17.1;7.3;4.3
80.8;82.6;80.8;17.2;8.5;4.7
80.2;81.9;80.2;17.3;9.7;5.2
79.6;81.3;79.6;17.4;10.8;5.8
79.0;80.7;79.0;17.5;11.9;6.4
78.5;80.2;78.5;17.6;12.8;7.0
78.0;79.7;78.0;17.7;13.6;7.4
77.6;79.3;77.6;17.8;14.3;7.7
77.3;79.0;77.3;18.0;14.8;7.9
77.1;78.8;77.1;18.2;15.1;7.9
77.0;78.7;77.0;18.3;15.2;7.9
76.9;78.6;76.9;18.5;15.1;7.7
77.0;78.6;77.0;18.7;14.8;7.6
77.0;78.7;77.0;18.9;14.3;7.5
77.0;78.7;77.0;19.2;13.7;7.4
77.0;78.7;77.0;19.5;13.2;7.4
76.9;78.5;76.9;19.7;12.8;7.6
76.5;78.2;76.5;20.1;12.9;8.1
75.9;77.5;75.9;20.4;13.6;8.7
74.8;76.4;74.8;20.7;15.1;9.6
73.6;75.2;73.6;21.1;17.1;10.6
72.3;73.9;72.3;21.5;19.2;11.6
71.3;72.8;71.3;21.8;21.0;12.4
70.4;72.0;70.4;22.2;22.2;12.9
69.9;71.4;69.9;22.6;22.9;13.2
69.5;71.0;69.5;23.0;23.1;13.3
69.3;70.8;69.3;23.4;23.0;13.4
69.2;70.7;69.2;23.8;22.7;13.4
69.2;70.7;69.2;24.2;22.1;13.5
69.3;70.8;69.3;24.6;21.3;13.4
69.5;71.0;69.5;25.0;20.3;13.3
69.8;71.3;69.8;25.4;19.3;12.9
70.1;71.6;70.1;25.8;18.4;12.4
70.3;71.8;70.3;26.1;17.9;12.0
70.3;71.8;70.3;26.4;18.0;11.9
69.9;71.4;69.9;26.7;18.8;12.1
69.2;70.7;69.2;27.0;19.9;12.5
68.6;70.1;68.6;27.3;21.1;12.9
68.2;69.7;68.2;27.5;21.7;13.1
68.1;69.6;68.1;27.7;21.5;13.0
68.2;69.6;68.2;27.9;20.9;12.7
68.2;69.7;68.2;28.0;20.2;12.5
68.0;69.5;68.0;28.1;19.9;12.5
67.5;68.9;67.5;28.2;20.3;12.9
66.8;68.3;66.8;28.3;21.1;13.4
66.3;67.8;66.3;28.3;21.8;13.8
66.2;67.6;66.2;28.3;22.2;13.7
66.5;67.9;66.5;28.3;21.8;13.0
67.1;68.6;67.1;28.3;21.0;12.0
67.9;69.3;67.9;28.3;20.0;11.0
68.4;69.9;68.4;28.2;19.2;10.3
68.5;70.0;68.5;28.2;18.6;10.1
68.4;69.9;68.4;28.1;18.4;10.4
68.2;69.6;68.2;28.0;18.2;10.7
67.9;69.4;67.9;28.0;17.9;11.0
67.9;69.3;67.9;27.9;17.3;10.9
68.0;69.5;68.0;27.8;16.4;10.5
68.5;70.0;68.5;27.8;15.1;9.7
69.3;70.8;69.3;27.7;13.5;8.5
70.3;71.9;70.3;27.6;11.4;6.9
71.5;73.0;71.5;27.6;9.4;5.2
72.3;73.9;72.3;27.6;7.8;3.9
72.6;74.1;72.6;27.6;7.2;3.5
72.1;73.7;72.1;27.6;7.7;4.1
71.3;72.8;71.3;27.6;8.8;5.3
70.3;71.9;70.3;27.6;10.1;6.4
69.6;71.1;69.6;27.7;11.2;7.2
69.2;70.7;69.2;27.8;11.7;7.3
69.1;70.6;69.1;27.8;11.8;7.0
69.1;70.6;69.1;27.9;11.4;6.5
69.3;70.8;69.3;28.0;10.6;5.9
69.5;71.0;69.5;28.1;9.5;5.4
69.6;71.2;69.6;28.2;8.3;4.9
69.8;71.3;69.8;28.3;7.2;4.5
69.9;71.4;69.9;28.5;6.3;4.2
69.9;71.4;69.9;28.6;5.7;3.8
69.9;71.4;69.9;28.7;5.2;3.5
69.9;71.4;69.9;28.9;4.8;3.1
70.0;71.5;70.0;29.0;4.3;2.7
70.2;71.7;70.2;29.2;3.7;2.4
70.3;71.9;70.3;29.3;3.1;2.0
70.5;72.0;70.5;29.4;2.6;1.7
70.6;72.2;70.6;29.6;2.1;1.3
70.7;72.3;70.7;29.7;1.7;1.0
70.8;72.3;70.8;29.8;1.3;0.8
70.8;72.4;70.8;30.0;1.0;0.6
70.9;72.4;70.9;30.1;0.7;0.4
70.9;72.4;70.9;30.2;0.5;0.3
70.9;72.4;70.9;30.3;0.3;0.2
70.9;72.4;70.9;30.4;0.2;0.1
70.9;72.4;70.9;30.5;0.1;0.0
70.8;72.4;70.8;30.6;0.0;0.0
70.8;72.3;70.8;30.7;0.0;0.0
70.8;72.3;70.8;30.7;0.0;0.0
70.8;72.3;70.8;30.8;0.0;0.0
70.7;72.3;70.7;30.9;0.0;0.0
70.8;72.3;70.8;31.0;0.0;0.0
70.8;72.3;70.8;31.1;0.0;0.0
70.8;72.3;70.8;31.2;0.0;0.0
70.8;72.4;70.8;31.3;0.0;0.0
70.9;72.4;70.9;31.4;0.1;0.0
71.0;72.5;71.0;31.5;0.1;0.0
71.1;72.6;71.1;31.6;0.1;0.0
71.3;72.8;71.3;31.7;0.1;0.0
71.5;73.0;71.5;31.9;0.1;0.0
71.8;73.3;71.8;32.0;0.0;0.0
72.1;73.7;72.1;32.2;0.0;0.0
72.5;74.1;72.5;32.4;0.0;0.0
73.0;74.6;73.0;32.5;0.0;0.0
73.5;75.1;73.5;32.7;0.0;0.0
73.9;75.5;73.9;32.9;0.0;0.0
74.4;76.0;74.4;33.2;0.0;0.0
74.8;76.4;74.8;33.4;0.0;0.0
75.2;76.9;75.2;33.7;0.0;0.0
75.6;77.3;75.6;34.0;0.0;0.0
76.0;77.7;76.0;34.3;0.0;0.0
76.5;78.1;76.5;34.5;0.0;0.0
76.9;78.6;76.9;34.8;0.0;0.0
77.5;79.1;77.5;35.2;0.0;0.0
78.0;79.7;78.0;35.5;0.0;0.0
78.5;80.2;78.5;35.8;0.0;0.0
79.0;80.7;79.0;36.1;0.0;0.0
79.4;81.1;79.4;36.5;0.0;0.0
79.6;81.4;79.6;36.8;0.0;0.0
79.8;81.5;79.8;37.1;0.0;0.0
79.8;81.5;79.8;37.5;0.0;0.0
79.7;81.4;79.7;37.8;0.0;0.0
79.5;81.2;79.5;38.2;0.0;0.0
79.3;81.0;79.3;38.5;0.0;0.0
79.0;80.7;79.0;38.8;0.0;0.0
78.7;80.4;78.7;39.1;0.0;0.0
78.3;80.0;78.3;39.4;0.0;0.0
78.0;79.6;78.0;39.6;0.0;0.0
77.6;79.3;77.6;39.9;0.0;0.0
77.2;78.9;77.2;40.1;0.0;0.0
76.8;78.4;76.8;40.4;0.0;0.0
76.4;78.0;76.4;40.6;0.0;0.0
76.0;77.6;76.0;40.8;0.0;0.0
75.5;77.2;75.5;41.0;0.0;0.0
75.1;76.7;75.1;41.1;0.0;0.0
74.7;76.3;74.7;41.3;0.0;0.0
74.2;75.8;74.2;41.4;0.0;0.0
73.8;75.4;73.8;41.5;0.0;0.0
73.4;75.0;73.4;41.6;0.0;0.0
73.0;74.6;73.0;41.8;0.0;0.0
72.6;74.1;72.6;41.8;0.0;0.0
72.2;73.7;72.2;41.9;0.0;0.0
71.8;73.4;71.8;42.0;0.0;0.0
71.5;73.0;71.5;42.1;0.0;0.0
71.1;72.7;71.1;42.2;0.0;0.0
70.8;72.3;70.8;42.2;0.0;0.0
70.5;72.0;70.5;42.3;0.0;0.0
70.2;71.7;70.2;42.4;0.0;0.0
69.9;71.4;69.9;42.4;0.0;0.0
69.7;71.2;69.7;42.5;0.0;0.0
69.4;70.9;69.4;42.6;0.0;0.0
69.1;70.6;69.1;42.6;0.0;0.0
68.9;70.4;68.9;42.7;0.0;0.0
68.6;70.1;68.6;42.8;0.0;0.0
68.4;69.9;68.4;42.9;0.0;0.0
68.3;69.7;68.3;42.9;0.0;0.0
68.1;69.6;68.1;43.0;0.0;0.0
68.1;69.6;68.1;43.1;0.0;0.0
68.2;69.6;68.2;43.2;0.0;0.0
68.4;69.9;68.4;43.3;0.0;0.0
68.8;70.3;68.8;43.4;0.0;0.0
69.3;70.8;69.3;43.5;0.0;0.0
70.0;71.5;70.0;43.5;0.0;0.0
70.7;72.3;70.7;43.6;0.0;0.0
71.4;73.0;71.4;43.7;0.0;0.0
72.0;73.6;72.0;43.8;0.0;0.0
72.4;74.0;72.4;43.8;0.0;0.0
72.6;74.2;72.6;43.9;0.0;0.0
72.6;74.1;72.6;44.0;0.0;0.0
72.4;74.0;72.4;44.0;0.0;0.0
72.2;73.7;72.2;44.0;0.0;0.0
72.0;73.5;72.0;44.1;0.0;0.0
71.8;73.4;71.8;44.1;0.0;0.0
71.8;73.3;71.8;44.0;0.0;0.0
71.9;73.4;71.9;44.0;0.0;0.0
72.0;73.5;72.0;44.0;0.0;0.0
72.1;73.7;72.1;43.9;0.0;0.0
72.3;73.8;72.3;43.9;0.0;0.0
